Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
14-LAKE-0.1,Lake Brook,rte 10 bridge; 30 m downstream.,Stamford,Delaware,4,14,42.37333,-74.688,2040101,1999,POINT (-74.688 42.37333)
04-WOLF-0.2,Wolf Creek,park rd. in letchworth state park. 100 m below.,Castile,Wyoming,9,4,42.61456,-78.01183,4130002,2019,POINT (-78.01183 42.61456)
05-DIVN-0.3,Diven Creek,lake st.,Elmira,Chemung,8,5,42.11861,-76.80916,2050105,2007,POINT (-76.80916 42.11861)
13-KISC-1.1,Kisco River,nitra yeshiva rd.; 15 m above bridge.,New Castle,Westchester,3,13,41.22861,-73.74333,2030101,2007,POINT (-73.74333 41.22861)
12-WOLH-0.1,Wolf Hollow Creek,rte. 28.,Newport,Herkimer,6,12,43.1622,-74.9917,2020004,2000,POINT (-74.9917 43.1622)
13-USOP-12.2,Upper Esopus Creek,off rte 28 downstream of portal at island bar us brd.st hollow confl.,Shandaken,Ulster,3,13,42.11341,-74.36185,2020006,2010,POINT (-74.36185 42.11341)
01-SABO-0.2,Slate Bottom Creek,at sr 277 bridge.,Cheektowaga,Erie,9,1,42.8778,-78.75422,4120103,2020,POINT (-78.75422 42.8778)
13-PATS-0.5,Patroon Creek,pleasant st. off n. pearl. behind amer. boiler co.,Albany,Albany,4,13,42.66444,-73.74666,2020006,2022,POINT (-73.74666 42.66444)
08-BLCK-47.6,Black River,200 m below rt. 26a (rt. 812) bridge.,New Bremen,Lewis,6,8,43.82556,-75.46528,4150101,2022,POINT (-75.46528 43.82556)
17-PENA-1.1,Penataquit Creek,mill st. near senior housing developement.,Islip,Suffolk,1,17,40.72747,-73.24427,2030202,2008,POINT (-73.24427 40.72747)
17-CHAM-1.8,Champlin Creek,5 m below moffitt blvd. bridge (culvert).,Islip,Suffolk,1,17,40.73722,-73.20167,2030202,2013,POINT (-73.20167 40.73722)
12-PLTR-0.5,Platter Kill,50 m from co. rte 17 crossing.,Gilboa,Schoharie,4,12,42.405,-74.44334,2020005,2005,POINT (-74.44334 42.405)
11-STEW-2.3,Stewart Brook,20 m upstream of potash rd. bridge.,Lake Luzerne,Warren,5,11,43.379,-73.837,2020001,2021,POINT (-73.837 43.379)
02-WAYM-0.3,Waymans Brook,martin rd. bridge.,Portville,Cattaraugus,9,2,42.05028,-78.36639,5010001,2006,POINT (-78.36639 42.05028)
12-LISH-0.8,Lisha Kill,200 m above rosendale rd. bridge.,Niskayuna,Schenectady,4,12,42.7925,-73.85,2020004,2001,POINT (-73.85 42.7925)
05-MCCO-0.1,Mccorn Creek,n/a,Cayuta,Schuyler,8,5,42.260262,-76.624316,2050103,2019,POINT (-76.624316 42.260262)
04-BUCK-2.0,Buck Run Creek,rte. 36; 50yds above bridge.,Mount Morris,Livingston,8,4,42.71334,-77.86745,4130002,2019,POINT (-77.86745 42.71334)
13-ESOP-29.9,Lower Esopus Creek,upstream of sr 28a bridge. above waste channel influence.,Olive,Ulster,3,13,41.93592,-74.20897,2020006,2021,POINT (-74.20897 41.93592)
13-WALK-19.0,Wallkill River,lazy river campground-20 m above shawangunk confl.,Gardiner,Ulster,3,13,41.68306,-74.16444,2020007,2021,POINT (-74.16444 41.68306)
01-SMOK-8.6,Upper Smoke Creek,20 m below sr 240.,Orchard Park,Erie,9,1,42.79325,-78.75204,4120103,2005,POINT (-78.75204 42.79325)
08-MLER-0.4,Miller Brook,10 m below river rd.,Lyonsdale,Lewis,6,8,43.57303,-75.32928,4150101,2007,POINT (-75.32928 43.57303)
02-STOR-0.8,Storehouse Run,at sandberg rd. bridge downstream of landfill.,Carroll,Chautauqua,9,2,42.00868,-79.0835,5010002,2011,POINT (-79.0835 42.00868)
13-ROND-32.2,Rondout Creek,10 m below port ben rd.,Wawarsing,Ulster,3,13,41.75083,-74.35056,2020007,2022,POINT (-74.35056 41.75083)
13-BSFD-0.5,Bushfield Creek,upstream of algonquin impoundment; near innis ave.,Newburgh,Orange,3,13,41.522888,-74.063004,2020008,2012,POINT (-74.063004 41.522888)
09-ENGL-2.5,English River,20 m above bush rd. bridge site.,Mooers,Clinton,5,9,44.97528,-73.6636,4150308,2019,POINT (-73.6636 44.97528)
14-COLD-0.1,Cold Spring Brook,rte 10 bridge; just above twin culverts.,Deposit,Delaware,4,14,42.0807,-75.4019,2040101,2004,POINT (-75.4019 42.0807)
12-CANW-20.3,West Canada Creek,above rte 200 bridge.,Newport,Herkimer,6,12,43.21868,-75.0576,2020004,2020,POINT (-75.0576 43.21868)
12-HALL-0.4,Hall Creek,75 m below johnson ave. bridge.,Johnstown,Fulton,5,12,43.01667,-74.38361,2020004,1989,POINT (-74.38361 43.01667)
09-STLW_T46a-0.1,Unnamed Tributary To St. Lawrence River Not Listed In Green Book.,stream next cottage on calumet blvd. sampled next to foot bridge on property. considered a low gradient location. location name borrows the closest tributary number with the inclusion of a lowercase a to differentiate from nearby tributary with same green book number.,Clayton,Jefferson,6,9,44.255218,-76.04135,4150309,2019,POINT (-76.04135 44.255218)
13-MORD_N-1.3,North Branch Moordener Kill,kraft rd. 50 m above bridge.,Schodack,Rensselaer,4,13,42.56917,-73.67693,2020006,2002,POINT (-73.67693 42.56917)
04-GENS-3.8,Genesee River,0.5 miles below Genesee Riverway walking trail bridge crossing.,Rochester,Monroe,8,4,43.203609,-77.625736,4130003,2021,POINT (-77.625736 43.203609)
08-HOUS-1.7,House Creek,5 m above lover's lane bridge.,Turin,Lewis,6,8,43.69417,-75.40639,4150101,2002,POINT (-75.40639 43.69417)
01-BUFF-5.9,Buffalo River,bailey ave bridge.,Buffalo,Erie,9,1,42.86198,-78.8251,4120103,1982,POINT (-78.8251 42.86198)
17-KENC-0.2,Whippoorwill Creek.  TributaryN12,20 m above nannyhagen rd.,Mount Pleasant,Westchester,3,17,41.12528,-73.74389,2030102,2003,POINT (-73.74389 41.12528)
07-NETL-2.9,Nettle Creek,just below rt 364 bridge.,Potter,Yates,8,7,42.69256,-77.18902,4140201,2002,POINT (-77.18902 42.69256)
08-ADKS_17-0.6,Unnamed Tributary To Stillwater Reservoir,trail off north point rd.,Long Lake,Hamilton,5,8,43.92472,-74.81416,4150101,2004,POINT (-74.81416 43.92472)
06-TOGH_W-0.5,West Branch Tioughnioga River,5 m below rt. 13 bridge.,Cortland,Cortland,7,6,42.6075,-76.16722,2050102,2008,POINT (-76.16722 42.6075)
14-REDK-0.1,Red Kill,50 m above old rt. 28 bridge.,Middletown,Delaware,4,14,42.15944,-74.55556,2040102,2014,POINT (-74.55556 42.15944)
13-CDRP-1.7,Cedar Pond Brook,in lowland town park.,Stony Point,Rockland,3,13,41.2268,-73.98465,2030101,2012,POINT (-73.98465 41.2268)
01-CAZE_E-15.7,East Branch Cazenovia Creek,200 meters above glenwood rd. bridge.,Holland,Erie,9,1,42.63852,-78.54191,4120103,2010,POINT (-78.54191 42.63852)
13-WFKIL-0.1,Fall Kill,at confluence with hudson river estuary.,Poughkeepsie,Dutchess,3,13,41.709099,-73.93882,2020008,2022,POINT (-73.93882 41.709099)
12-ALPL-3.0,Alplaus Kill,at end of rustic rd.,Clifton Park,Saratoga,5,12,42.8875,-73.89638,2020004,2005,POINT (-73.89638 42.8875)
13-BVRD-0.1,Broad Brook,30 m above confluence with beaver dam brook.,Bedford,Westchester,3,13,41.2475,-73.67083,2030101,2005,POINT (-73.67083 41.2475)
12-ALPL-12.9,Alplaus Kill,above charlton rd.,Charlton,Saratoga,5,12,42.93778,-74.00639,2020004,2005,POINT (-74.00639 42.93778)
04-SILO-3.6,Silver Lake Outlet,20 m above twin bridges rd. bridge.,Castile,Wyoming,9,4,42.71255,-77.96322,4130002,2019,POINT (-77.96322 42.71255)
13-NORM-16.9,Normans Kill,10 m above state farm rd. bridge.,Guilderland,Albany,4,13,42.68037,-73.90907,2020006,2012,POINT (-73.90907 42.68037)
06-CATA-5.1,Catatonk Creek,off rt. 96; 0.1 mi. above catatonk golf course br.,Candor,Tioga,7,6,42.1826,-76.3087,2050103,1998,POINT (-76.3087 42.1826)
11-ADKS11_156-0.1,Unnamed Tributary To Upper  Hudson River,tahawus rd.,Newcomb,Essex,5,11,43.96827,-74.05109,2020001,2011,POINT (-74.05109 43.96827)
13-QUAS_04S-0.1,Quassaic Creek,100 m below river rd. bridge-south side of stream.,New Windsor,Orange,3,13,41.4881,-74.0091,2020008,1987,POINT (-74.0091 41.4881)
11-LPECK-0.0,Peck Lake,Access type is Private. private campground; access may be available thru Union College/DEC staff living on lake.,Bleecker,Fulton,5,11,43.110599,-74.4133,2020004,2016,POINT (-74.4133 43.110599)
14-WILL_T10-0.2,Unnamed Tributary To Willowemoc Creek,debruce rd. cr 81 bridge.,Rockland,Sullivan,3,14,41.90505,-74.79385,2040102,2009,POINT (-74.79385 41.90505)
12-CAJO_T16-1.2,Unnamed Tributary To Canajoharie Creek,"tri-county creek
















































































south buel rd. bridge.",Canajoharie,Montgomery,4,12,42.83333,-74.65,2020004,1995,POINT (-74.65 42.83333)
09-SAL9-12.1,Salmon River,firemans memorial dr.,Westville,Franklin,5,9,44.929694,-74.37062,4150307,2019,POINT (-74.37062 44.929694)
04-KNNE-2.3,Kinney Creek,400 m south of sr 20a.,Livonia,Livingston,8,4,42.8214,-77.6294,4130003,2014,POINT (-77.6294 42.8214)
12-LSPR-1.6,Little Sprite Creek,belden corners rd.,Oppenheim,Fulton,5,12,43.09945,-74.70278,2020004,2005,POINT (-74.70278 43.09945)
17-MAMR_W-0.9,West Branch Mamaroneck River,saxon woods rd. above teramar.,Scarsdale,Westchester,3,17,40.99222,-73.75166,2030102,2008,POINT (-73.75166 40.99222)
07-ONDO-0.9,Onondaga Lake Outlet,south of thruway bridge.,Salina,Onondaga,7,7,43.11939,-76.24731,4140201,2011,POINT (-76.24731 43.11939)
13-MILL-6.7,Mill Creek,20 m above michaels rd. bridge.,East Greenbush,Rensselaer,4,13,42.61278,-73.69555,2020006,2022,POINT (-73.69555 42.61278)
10-SARA-8.5,Saranac River,off banker rd. near apartment complex.,Plattsburgh,Clinton,5,10,44.69667,-73.55278,4150406,2018,POINT (-73.55278 44.69667)
10-MCKN-0.2,Mckenzie Brook,10 m above rt. 22 bridge.,Moriah,Essex,5,10,44.03583,-73.46221,4150408,2003,POINT (-73.46221 44.03583)
12-SAUQ-1.7,Sauquoit Creek,end of greenman ave; farm and family ctr.parking lot.,Whitestown,Oneida,6,12,43.11306,-75.29444,2020004,2020,POINT (-75.29444 43.11306)
02-CHIP-4.8,Chipmunk Creek,off chipmunk rd.,Allegany,Cattaraugus,9,2,42.041229,-78.55726,5010001,2016,POINT (-78.55726 42.041229)
07-THRM-4.2,Threemile Creek,sr 49 bridge.,Constantia,Oswego,7,7,43.273,-76.035,4140202,2011,POINT (-76.035 43.273)
07-OWLI-12.4,Owasco Lake Inlet,"sr 38 100 m above
















































































 great lakes restoration.",Groton,Tompkins,7,7,42.6175,-76.38445,4140201,2011,POINT (-76.38445 42.6175)
13-TWLF-0.1,Twaalfskill Creek,Below WIllow Dock Rd,New Paltz,Ulster,3,13,41.716531,-73.948817,2020008,2022,POINT (-73.948817 41.716531)
12-REAL-1.1,Reall Creek,100 m above firehouse rd. bridge.,Deerfield,Oneida,6,12,43.12556,-75.20555,2020004,2010,POINT (-75.20555 43.12556)
13-VLOM-16.2,Vloman Kill,35 m below sr 85.,New Scotland,Albany,4,13,42.630098,-73.90852,2020006,2014,POINT (-73.90852 42.630098)
08-MOOS_M-3.9,Middle Branch Moose River,off minnehaha rd.; off rt. 28.,Webb,Herkimer,6,8,43.66222,-75.07305,4150101,2017,POINT (-75.07305 43.66222)
14-DELA-75.3,Delaware River,access off sr 191.,Hancock,Delaware,4,14,41.9255,-75.27505,2040101,2014,POINT (-75.27505 41.9255)
13-CROM-0.6,Cromline Creek,50 m above tuthill rd.,Hamptonburgh,Orange,3,13,41.43106,-74.20147,2020008,2008,POINT (-74.20147 41.43106)
13-COBC-5.2,Cob Creek,at rte 81 where the rd. comes within several meters of the stream.,Coxsackie,Greene,4,13,42.382962,-73.942571,2020006,2012,POINT (-73.942571 42.382962)
11-NIPO-3.8,Nipmoose Brook,nick mush rd. 40 m above bridge.,Pittstown,Rensselaer,4,11,42.91278,-73.43916,2020003,2006,POINT (-73.43916 42.91278)
09-BRND-2.5,Brandy Brook,franklin rd. cr 44.,Waddington,St. Lawrence,6,9,44.84972,-75.16417,4150310,2021,POINT (-75.16417 44.84972)
10-TWOB-3.7,Twobridge Creek,20 m above cr 55.,Franklin,Franklin,5,10,44.41222,-74.11166,4150406,2008,POINT (-74.11166 44.41222)
11-BLBK-0.1,Black Brook,route 9.,North Hudson,Essex,5,11,43.98611,-73.71584,2020001,2006,POINT (-73.71584 43.98611)
06-TOGH_T8-1.0,Unnamed Tributary To Lower Tioughnioga River,downstream of king street bridge.,Barker,Broome,7,6,42.253707,-75.891658,2050102,2013,POINT (-75.891658 42.253707)
13-COEY-9.5,Coeymans Creek,30 m upstream of route 53 bridge.,Bethlehem,Albany,4,13,42.56222,-73.84111,2020006,2012,POINT (-73.84111 42.56222)
14-UNVR_W-11.7,West Branch Upper Neversink River,oliverea rd. slide mt. trailhead. 100 m up trail.,Shandaken,Ulster,3,14,42.00861,-74.4275,2040104,2003,POINT (-74.4275 42.00861)
04-GENS_T43-3.0,Unnamed Tributary To Genesee River,of boyd rd. culvert.,Avon,Livingston,8,4,42.88144,-77.79348,4130003,2009,POINT (-77.79348 42.88144)
04-UGNS_T186-0.1,Unnamed Tributary To Genesee River,below bridge on river rd. at mouth near to confluence with upper genesee river.,Wellsville,Allegany,9,4,42.102116,-77.938592,4130002,2019,POINT (-77.938592 42.102116)
04-RAGA-18.6,Canaseraga Creek,rte 36; 50 yds below bridge.,North Dansville,Livingston,8,4,42.57165,-77.72581,4130002,2009,POINT (-77.72581 42.57165)
03-SAND-13.8,Sandy Creek,(route 81 bridge) access from sr 178. w. church st.,Adams,Jefferson,6,3,43.81034,-76.03504,4140102,2012,POINT (-76.03504 43.81034)
04-CRIS-3.7,Christie Creek,off quarry rd. to the east.,Caledonia,Livingston,8,4,42.92931,-77.82713,4130003,2014,POINT (-77.82713 42.92931)
14-MILP-3.0,Mill Brook,rte 97 bridge; 5 m downstream.,Lumberland,Sullivan,3,14,41.47194,-74.82111,2040104,2004,POINT (-74.82111 41.47194)
03-SAND-2.7,Sandy Creek,75 m below rt. 3 bridge.,Ellisburg,Jefferson,6,3,43.74415,-76.18571,4140102,2020,POINT (-76.18571 43.74415)
02-CLER-5.3,Clear Creek,wade hill rd.,Ellington,Chautauqua,9,2,42.22588,-79.11478,5010002,2016,POINT (-79.11478 42.22588)
14-BSHR-3.7,Basher Kill,port orange rd.,Deerpark,Orange,3,14,41.4859,-74.57382,2040104,2019,POINT (-74.57382 41.4859)
07-FSHO_E-2.9,East Branch Fish Creek,50 m above main st bridge.,Annsville,Oneida,6,7,43.302,-75.61794,4140202,2007,POINT (-75.61794 43.302)
12-BATV-12.6,Batavia Kill,30 m above rt. 296 bridge.,Windham,Greene,4,12,42.30806,-74.23139,2020005,1989,POINT (-74.23139 42.30806)
12-MLLC-0.4,Mill Creek,cr 2 (north rd) bridge.,Blenheim,Schoharie,4,12,42.46944,-74.46721,2020005,2010,POINT (-74.46721 42.46944)
05-COHO-37.7,Cohocton River,100 m above rte 415 bridge.,Cohocton,Steuben,8,5,42.50155,-77.50002,2050105,2004,POINT (-77.50002 42.50155)
06-USSQ-156.9,Upper Susquehanna River,0.2 mi. below stp discharge.,Otsego,Otsego,4,6,42.68111,-74.93499,2050101,1991,POINT (-74.93499 42.68111)
01-CLAR_N-1.3,North Branch Clear Creek,at jennings rd. bridge.,Collins,Erie,9,1,42.5221,-78.93224,4120102,2008,POINT (-78.93224 42.5221)
13-MBCR-5.6,Middle Branch Croton River,rte 57.,Southeast,Putnam,3,13,41.43167,-73.65083,2030101,2000,POINT (-73.65083 41.43167)
01-LRNC_57-32.7,Niagara River,n/a,Buffalo,Erie,9,1,42.95,-78.91111,4120104,2007,POINT (-78.91111 42.95)
08-ADKS_28-1.3,Fawn Lake Inlet,off moose river rd.,Inlet,Hamilton,5,8,43.71556,-74.76082,4150101,2014,POINT (-74.76082 43.71556)
07-SHLD-1.3,Sheldrake Creek,rt 89. 30 m above bridge.,Ovid,Seneca,8,7,42.65445,-76.71889,4140201,2006,POINT (-76.71889 42.65445)
13-POWR-1.5,Power Station Trib,drewville rd.,Carmel,Putnam,3,13,41.39889,-73.70222,2030101,2000,POINT (-73.70222 41.39889)
10-METT-11.1,Mettawee River,75 m above cr 12 bridge.,Granville,Washington,5,10,43.45283,-73.32356,4150401,2018,POINT (-73.32356 43.45283)
17-NEGU-0.3,Neguntatogue Creek,50 m above herbert st. bridge.,Babylon,Suffolk,1,17,40.68306,-73.36443,2030202,2003,POINT (-73.36443 40.68306)
11-SNOK-9.9,Snook Kill,50 m above dimmick rd. bridge.,Wilton,Saratoga,5,11,43.18722,-73.69888,2020003,2012,POINT (-73.69888 43.18722)
13-QUAS-0.3,Quassaic Creek,200 m above river rd. bridge.,New Windsor,Orange,3,13,41.48806,-74.01305,2020008,2022,POINT (-74.01305 41.48806)
08-SUND-0.2,Sunday Creek,moshier falls rd.,Webb,Herkimer,6,8,43.87022,-75.13825,4150101,2022,POINT (-75.13825 43.87022)
07-FLBR-0.6,Fall Brook,Off Coal Hill Rd.,Annsville,Oneida,6,7,43.354263,-75.586263,4140202,2021,POINT (-75.586263 43.354263)
13-LAND-3.9,Landsman Kill,50 m below rt. 9 bridge.,Rhinebeck,Dutchess,3,13,41.92306,-73.91277,2020008,2008,POINT (-73.91277 41.92306)
14-BASK-0.3,Basket Creek,rte 134; where stream comes close to rd.,Fremont,Sullivan,3,14,41.84767,-75.11049,2040101,2004,POINT (-75.11049 41.84767)
12-BELN-0.6,Bellinger Brook,Bottom of lower concrete section,Herkimer,Herkimer,6,12,43.024005,-74.997916,2020004,2020,POINT (-74.997916 43.024005)
06-CATA-11.7,Catatonk Creek,60 m above griddleyville cross rd. bridge.,Candor,Tioga,7,6,42.2357,-76.37679,2050103,2008,POINT (-76.37679 42.2357)
02-CASS-38.5,Cassadaga Creek,"route 60 bridge 
















































































previously thought to be a trib. actually cassadaga ck.",Pomfret,Chautauqua,9,2,42.352743,-79.3118,5010002,2011,POINT (-79.3118 42.352743)
01-TEEN-0.4,Eighteenmile Creek,50 m below rt. 5 bridge.,Hamburg,Erie,9,1,42.71237,-78.96671,4120103,2010,POINT (-78.96671 42.71237)
11-SACN-55.1,Sacandaga River,immed. below old rte 8b (closed) bridge.,Wells,Hamilton,5,11,43.48889,-74.27278,2020002,2016,POINT (-74.27278 43.48889)
06-NANG_T65_2-0.1,Unnamed TributaryTo Chenango River,pull off along pleasant valley rd.,Sherburne,Chenango,7,6,42.655254,-75.462235,2050102,2019,POINT (-75.462235 42.655254)
06-LPLYM-0.0,Plymouth Reservoir,sampled in 2008 as part of lake biomonitoring pilot; composite.,Plymouth,Chenango,7,6,42.58946,-75.64811,2050102,2009,POINT (-75.64811 42.58946)
03-OTER-0.1,Otter Creek,co. rte 31 bridge; 50 m upstream (bridge out).,Carlton,Orleans,8,3,43.31647,-78.25366,4130001,2008,POINT (-78.25366 43.31647)
07-COWA_T10-0.9,Unnamed Tributary To Cowaselon Creek,west elm st/rte 14 bridge.,Oneida,Madison,7,7,43.091923,-75.67572,4140202,2016,POINT (-75.67572 43.091923)
12-BILB-0.4,Factory/big Bills Brook,10 m below cr 11.,Norway,Herkimer,6,12,43.19722,-74.99,2020004,2005,POINT (-74.99 43.19722)
02-ALGY-37.4,Allegheny River,south side of allegheny bridge.,Allegany,Cattaraugus,9,2,42.09031,-78.50125,5010001,2021,POINT (-78.50125 42.09031)
09-MARA-4.5,Marion River,off route 28.,Arietta,Hamilton,5,9,43.836755,-74.563743,4150305,2019,POINT (-74.563743 43.836755)
01-CATT-2.0,Cattaraugus Creek,at rts. 5 and 20 bridge.,Brant,Erie,9,1,42.5685,-79.10426,4120102,2011,POINT (-79.10426 42.5685)
13-QUAC-4.2,Quacken Kill,rt. 35. 100 m above.,Brunswick,Rensselaer,4,13,42.74805,-73.56333,2020006,2006,POINT (-73.56333 42.74805)
12-LASH-0.1,Lasher Creek,sr 5s.,Root,Montgomery,4,12,42.89521,-74.470803,2020004,2021,POINT (-74.470803 42.89521)
02-WANG-31.9,Conewango Creek,walk 350 meters east off brown rd. when you come to coordinates 42.204 / -79.02.,Conewango,Cattaraugus,9,2,42.206,-79.01699,5010002,2011,POINT (-79.01699 42.206)
13-BLAG-0.2,Black River,5 m below cr 26 bridge.,Stephentown,Rensselaer,4,13,42.53722,-73.40278,2020006,2002,POINT (-73.40278 42.53722)
03-XEMIL-0.1,Eighteenmile Creek,for eighteenmile creek benthos aoc assessment.,Newfane,Niagara,9,3,43.33779,-78.71809,4130001,2014,POINT (-78.71809 43.33779)
06-YALE-3.4,Yaleville Brook,off cr 38 through farm field.,Guilford,Chenango,7,6,42.33762,-75.47998,2050101,2018,POINT (-75.47998 42.33762)
13-BOZN-3.5,Bozen Kill,upstream of westfall rd.,Guilderland,Albany,4,13,42.7136,-74.0465,2020006,2013,POINT (-74.0465 42.7136)
09-RAQU-12.8,Raquette River,rte 420 bridge.,Massena,St. Lawrence,6,9,44.91667,-74.88917,4150305,2019,POINT (-74.88917 44.91667)
17-BVBR-0.3,Beaver Brook,frost mill rd.; 5-10 m below old rd. bridge in preserve. park at preserve and follow red trail to blue trail.,Oyster Bay,Nassau,1,17,40.878102,-73.565952,2030201,2018,POINT (-73.565952 40.878102)
01-CWAY-14.5,Canadaway Creek,cr 312.,Arkwright,Chautauqua,9,1,42.3672,-79.23686,4120101,2020,POINT (-79.23686 42.3672)
02-REDH-5.6,Red House Brook,above lake at covered bridge.,Red House,Cattaraugus,9,2,42.09964,-78.73546,5010001,2011,POINT (-78.73546 42.09964)
06-CHAS-0.7,Chase Creek,100 m downstream of greenough rd.,Hartwick,Otsego,4,6,42.660369,-74.961192,2050101,2018,POINT (-74.961192 42.660369)
13-WAPP_T1-0.1,Unnamed Tributary To Wappinger Creek,at creek rd. bridge.,Wappinger,Dutchess,3,13,41.593565,-73.92662,2020008,2013,POINT (-73.92662 41.593565)
07-DUCH-1.6,Dutch Hollow Brook,15 m below martin rd. bridge.,Owasco,Cayuga,7,7,42.86917,-76.49166,4140201,1999,POINT (-76.49166 42.86917)
01-BSIS-2.0,Big Sister Creek,20 m below rt. 5 bridge.,Evans,Erie,9,1,42.65706,-79.03608,4120103,2020,POINT (-79.03608 42.65706)
09-SAL9_T3A-0.1,Unnamed Tributary To Salmon River,rt 37 culvert 20 m below.,Westville,Franklin,5,9,44.97592,-74.42853,4150307,2009,POINT (-74.42853 44.97592)
08-ADKS_19-0.2,Unnamed Tributary To Shingle Shanty Brook,100 m above bridge.,Long Lake,Hamilton,5,8,43.93333,-74.68806,4150101,2004,POINT (-74.68806 43.93333)
12-MOHK_T5-0.1,Unnamed Tributary T5 to Mohawk River,Upstream of Vischer Ferry Rd.,Halfmoon,Saratoga,5,12,42.823154,-73.734912,2020004,2020,POINT (-73.734912 42.823154)
07-RCKY-0.3,Rocky Run,at sr 96 bridge.,Manchester,Ontario,8,7,42.97023,-77.1582,4140201,2011,POINT (-77.1582 42.97023)
03-BUFY-1.8,Butterfly Creek,at route 104b bridge.,New Haven,Oswego,7,3,43.500919,-76.28553,4140102,2015,POINT (-76.28553 43.500919)
13-WALK-29.9,Wallkill River,access via park on farm meadow lane.,Montgomery,Orange,3,13,41.54217,-74.20946,2020007,2018,POINT (-74.20946 41.54217)
05-CDEA-6.3,Canacadea Creek,20 m above depot st. bridge.,Almond,Allegany,9,5,42.31928,-77.73641,2050104,2022,POINT (-77.73641 42.31928)
12-SCHU-0.1,South Chuctanunda Creek,50 m below rr bridge. 200 m above mouth.,Amsterdam,Montgomery,4,12,42.93611,-74.20028,2020004,2006,POINT (-74.20028 42.93611)
13-VERK-0.5,Verkeerder Kill,just above ulsterville rd. bridge.,Shawangunk,Ulster,3,13,41.6075,-74.3325,2020007,2002,POINT (-74.3325 41.6075)
02-OLEA-3.9,Olean Creek,30 m above hastings rd. (off rt.11).,Olean,Cattaraugus,9,2,42.12032,-78.41948,5010001,2021,POINT (-78.41948 42.12032)
01-CLAR-0.6,Clear Creek,rte 438 bridge.,Collins,Erie,9,1,42.5429,-79.01499,4120102,2006,POINT (-79.01499 42.5429)
14-VLY-0.2,Vly Creek,50 m above mill st. bridge.,Middletown,Delaware,4,14,42.15556,-74.52611,2040102,2004,POINT (-74.52611 42.15556)
09-STLW-64.6,St. Lawrence River,buoy 139.,Morristown,St. Lawrence,6,9,44.57397,-75.692268,4150309,1983,POINT (-75.692268 44.57397)
14-ESTB-0.6,East Brook,east st bridge (closed); 20 m upstream.,Walton,Delaware,4,14,42.173,-75.12139,2040101,2004,POINT (-75.12139 42.173)
03-SALM_N-0.8,North Branch Salmon River,harvester mill rd. access rd. to river.,Redfield,Oswego,3,3,43.54222,-75.81361,4140102,2015,POINT (-75.81361 43.54222)
09-COLE-4.2,Coles Creek,Upstream of old bridge 100 m on coles creek,Waddington,St Lawrence,6,9,44.85171,-75.111369,4150310,2021,POINT (-75.111369 44.85171)
15-RAMA-1.1,Ramapo River,50 m above 4th st. bridge.,Ramapo,Rockland,3,15,41.12516,-74.164555,2030103,2020,POINT (-74.164555 41.12516)
14-TCLV-3.6,Terry Clove Brook,bws rd. 1. inter w/coles clove rd; 50 m upstream.,Colchester,Delaware,4,14,42.12083,-74.89555,2040102,2004,POINT (-74.89555 42.12083)
10-FRNB-1.0,Furnace Brook,Signor rd,AuSable,Clinton,5,10,44.537536,-73.581124,4150408,2022,POINT (-73.581124 44.537536)
07-SKAN-2.2,Skaneateles Creek,5 m below rt. 31 bridge.,Elbridge,Onondaga,7,7,43.07278,-76.48,4140201,2021,POINT (-76.48 43.07278)
02-FARW-0.1,Farwell Hollow,upstream of bridge on route 16/main street.,Ischua,Cattaraugus,9,2,42.221,-78.377,5010001,2021,POINT (-78.377 42.221)
10-BUTB-3.4,Spaulding Brook,clark rd.,Peru,Clinton,5,10,44.59183,-73.57184,4150408,2008,POINT (-73.57184 44.59183)
12-ORSK-13.0,Oriskany Creek,100 m above page rd. bridge.,Kirkland,Oneida,6,12,43.01972,-75.40138,2020004,1990,POINT (-75.40138 43.01972)
12-COBL-11.9,Cobleskill Creek,30 m above rt. 7 and 10 bridge.,Richmondville,Schoharie,4,12,42.66722,-74.50389,2020005,1996,POINT (-74.50389 42.66722)
13-TINW-6.5,Upper Tin Brook,S Plank rd right after Rabbit Run rd,Montgomery,Orange,3,13,41.553806,-74.137783,2020007,2022,POINT (-74.137783 41.553806)
06-NVUS_T16-0.8,Unnamed Tributary To Schenevus Creek,downstream of ridge rd. crossing.,Maryland,Otsego,4,6,42.535963,-74.813022,2050101,2013,POINT (-74.813022 42.535963)
10-COLW-0.7,Cold Brook,off reber rd. n.,Willsboro,Essex,5,10,44.32675,-73.48008,4150408,2008,POINT (-73.48008 44.32675)
06-SUSQ-43.1,Lower Susquehanna River,off rte 7 at sandy beach park.,Binghamton,Broome,7,6,42.10111,-75.86999,2050101,2003,POINT (-75.86999 42.10111)
12-POEN-2.0,Poentic Kill,campbell rd.; 250 m above culverts opp. bjs/offmax.,Rotterdam,Schenectady,4,12,42.8075,-73.99333,2020004,2016,POINT (-73.99333 42.8075)
06-OWGO_W-9.1,West Branch Owego Creek,50 m below west creek rd. bridge.,Candor,Tioga,7,6,42.2775,-76.24861,2050103,1998,POINT (-76.24861 42.2775)
