State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1996,115,858,18519,15879839,356.13
36,069,Ontario,03,Construction,1996,295,1985,30654,60846326,589.51
36,069,Ontario,04,Manufacturing,1996,174,7305,31809,232356586,611.71
36,069,Ontario,05,Transportation & Public Utilities,1996,105,1447,33538,48540718,644.96
36,069,Ontario,06,Wholesale Trade,1996,196,1381,32816,45304971,631.07
36,069,Ontario,07,Retail Trade,1996,691,10225,13008,133005578,250.16
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1996,147,1116,27257,30405559,524.18
36,069,Ontario,09,Services,1996,801,14586,25133,366591801,483.32
36,069,Ontario,10,Public Administration,1996,49,2070,28458,58917828,547.27
36,069,Ontario,00,All Industries,1995,2473,39754,23989,953639176,461.32
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1995,104,761,19322,14704410,371.59
36,069,Ontario,03,Construction,1995,289,1982,29684,58845071,570.84
36,069,Ontario,04,Manufacturing,1995,167,7212,30969,223344840,595.56
36,069,Ontario,05,Transportation & Public Utilities,1995,98,1429,33640,48060428,646.92
36,069,Ontario,06,Wholesale Trade,1995,186,1442,30448,43890604,585.54
36,069,Ontario,07,Retail Trade,1995,655,9388,12870,120817547,247.49
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1995,144,1044,25388,26515229,488.22
36,069,Ontario,09,Services,1995,781,14456,24925,360323559,479.33
36,069,Ontario,10,Public Administration,1995,49,2040,28012,57137488,538.69
36,069,Ontario,00,All Industries,1994,2405,38143,23189,884501570,445.95
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1994,90,736,18300,13471652,351.92
36,069,Ontario,03,Construction,1994,276,1781,27723,49361024,533.14
36,069,Ontario,04,Manufacturing,1994,160,6801,29186,198488265,561.27
36,069,Ontario,05,Transportation & Public Utilities,1994,98,1414,33785,47766235,649.71
36,069,Ontario,06,Wholesale Trade,1994,188,1414,27772,39257914,534.08
36,069,Ontario,07,Retail Trade,1994,641,8800,12776,112435012,245.70
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1994,144,1011,25233,25514869,485.25
36,069,Ontario,09,Services,1994,759,14133,24333,343894752,467.95
36,069,Ontario,10,Public Administration,1994,49,2054,26448,54311847,508.62
36,069,Ontario,00,All Industries,1993,2390,37732,22442,846784229,431.58
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1993,95,738,17851,13168162,343.29
36,069,Ontario,03,Construction,1993,289,1697,27230,46211991,523.66
36,069,Ontario,04,Manufacturing,1993,153,6602,28156,185895394,541.46
36,069,Ontario,05,Transportation & Public Utilities,1993,96,1487,32088,47709892,617.08
36,069,Ontario,06,Wholesale Trade,1993,188,1452,27573,40029449,530.25
36,069,Ontario,07,Retail Trade,1993,637,8749,12183,106587119,234.28
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1993,144,1134,24937,28285154,479.56
36,069,Ontario,09,Services,1993,739,13922,23637,329080246,454.56
36,069,Ontario,10,Public Administration,1993,49,1950,25545,49816822,491.25
36,069,Ontario,00,All Industries,1992,2370,37193,21639,804807201,416.13
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1992,90,768,17880,13735153,343.85
36,069,Ontario,03,Construction,1992,299,1724,28548,49222261,549.01
36,069,Ontario,04,Manufacturing,1992,153,6701,27225,182447389,523.56
36,069,Ontario,05,Transportation & Public Utilities,1992,98,1462,31698,46350807,609.58
36,069,Ontario,06,Wholesale Trade,1992,178,1285,26903,34577238,517.37
36,069,Ontario,07,Retail Trade,1992,623,8771,11947,104782740,229.74
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1992,147,1137,23312,26513433,448.31
36,069,Ontario,09,Services,1992,733,13368,22440,299964256,431.53
36,069,Ontario,10,Public Administration,1992,49,1975,23901,47213924,459.63
36,069,Ontario,00,All Industries,1991,2364,37479,21610,809904586,415.57
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1991,88,754,17806,13427026,342.42
36,069,Ontario,03,Construction,1991,314,1868,27325,51041713,525.49
36,069,Ontario,04,Manufacturing,1991,142,6886,25398,174881174,488.43
36,069,Ontario,05,Transportation & Public Utilities,1991,93,1423,31070,44222626,597.50
36,069,Ontario,06,Wholesale Trade,1991,178,1290,24233,31254290,466.02
36,069,Ontario,07,Retail Trade,1991,618,8415,11429,96176193,219.79
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1991,150,1941,39266,76225040,755.11
36,069,Ontario,09,Services,1991,732,12948,21498,278357399,413.43
36,069,Ontario,10,Public Administration,1991,49,1954,22682,44319125,436.20
36,069,Ontario,00,All Industries,1990,2337,37953,20214,767196171,388.74
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1990,96,744,16654,12383345,320.26
36,069,Ontario,03,Construction,1990,313,2181,26470,57722308,509.04
36,069,Ontario,04,Manufacturing,1990,144,7341,24142,177221422,464.28
36,069,Ontario,05,Transportation & Public Utilities,1990,95,1401,28676,40180062,551.46
36,069,Ontario,06,Wholesale Trade,1990,168,1316,23511,30949911,452.13
36,069,Ontario,07,Retail Trade,1990,623,8735,11030,96345887,212.12
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1990,156,1791,34308,61431098,659.77
36,069,Ontario,09,Services,1990,693,12514,19917,249244764,383.02
36,069,Ontario,10,Public Administration,1990,49,1931,21600,41717374,415.39
36,069,Ontario,00,All Industries,1989,2221,36942,19006,702116483,365.50
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1989,97,750,16614,12467600,319.50
36,069,Ontario,03,Construction,1989,319,1988,24351,48419293,468.28
36,069,Ontario,04,Manufacturing,1989,137,7595,22670,172167410,435.95
36,069,Ontario,05,Transportation & Public Utilities,1989,89,1462,27387,40035640,526.68
36,069,Ontario,06,Wholesale Trade,1989,161,1474,21414,31569297,411.80
36,069,Ontario,07,Retail Trade,1989,570,8344,10702,89295131,205.80
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1989,128,1334,30854,41156065,593.34
36,069,Ontario,09,Services,1989,671,12078,18881,228049633,363.10
36,069,Ontario,10,Public Administration,1989,49,1917,20322,38956414,390.82
36,069,Ontario,00,All Industries,1988,2116,35223,17852,628807601,343.31
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1988,90,717,15737,11286266,302.64
36,069,Ontario,03,Construction,1988,296,1840,22860,42063277,439.62
36,069,Ontario,04,Manufacturing,1988,126,7414,21937,162644213,421.86
36,069,Ontario,05,Transportation & Public Utilities,1988,90,1148,24584,28211667,472.76
36,069,Ontario,06,Wholesale Trade,1988,140,1501,20113,30196111,386.79
36,069,Ontario,07,Retail Trade,1988,559,7814,10390,81188625,199.81
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1988,126,1095,25954,28411401,499.12
36,069,Ontario,09,Services,1988,642,11826,17615,208315444,338.74
36,069,Ontario,10,Public Administration,1988,47,1868,19535,36490597,375.67
36,069,Ontario,00,All Industries,1987,2039,33745,17000,573672047,326.93
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1987,87,713,15752,11231241,302.92
36,069,Ontario,03,Construction,1987,258,1920,22314,42842652,429.11
36,069,Ontario,04,Manufacturing,1987,120,6971,20818,145119768,400.34
36,069,Ontario,05,Transportation & Public Utilities,1987,84,1130,24045,27161175,462.41
36,069,Ontario,06,Wholesale Trade,1987,138,1383,19620,27129701,377.31
36,069,Ontario,07,Retail Trade,1987,567,7470,10034,74956801,192.96
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1987,120,955,20618,19690312,396.50
36,069,Ontario,09,Services,1987,618,11394,16879,192315202,324.59
36,069,Ontario,10,Public Administration,1987,47,1809,18367,33225195,353.22
36,069,Ontario,00,All Industries,1986,1987,32091,16035,514581050,308.36
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1986,88,765,15230,11648583,292.89
36,069,Ontario,03,Construction,1986,237,1688,21666,36568176,416.65
36,069,Ontario,04,Manufacturing,1986,116,6468,20261,131051694,389.64
36,069,Ontario,05,Transportation & Public Utilities,1986,81,1024,21802,22314053,419.26
36,069,Ontario,06,Wholesale Trade,1986,132,1232,19122,23559642,367.73
36,069,Ontario,07,Retail Trade,1986,569,7252,9555,69291763,183.75
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1986,111,909,18564,16879019,356.99
36,069,Ontario,09,Services,1986,604,10952,15741,172400790,302.71
36,069,Ontario,10,Public Administration,1986,49,1801,17137,30867330,329.55
36,069,Ontario,00,All Industries,1985,1928,31871,15221,485113580,292.72
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1985,77,719,14228,10233457,273.61
36,069,Ontario,03,Construction,1985,216,1534,20558,31533112,395.35
36,069,Ontario,04,Manufacturing,1985,117,6681,19212,128354651,369.46
36,069,Ontario,05,Transportation & Public Utilities,1985,78,1064,19673,20937303,378.33
36,069,Ontario,06,Wholesale Trade,1985,131,1178,18446,21737201,354.73
36,069,Ontario,07,Retail Trade,1985,572,7106,8897,63227112,171.10
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1985,108,861,17100,14727147,328.84
36,069,Ontario,09,Services,1985,582,10967,15092,165515156,290.23
36,069,Ontario,10,Public Administration,1985,47,1759,16398,28848441,315.35
36,069,Ontario,00,All Industries,1984,1846,30854,14741,454814822,283.48
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1984,75,653,13706,8952339,263.58
36,069,Ontario,03,Construction,1984,195,1507,20924,31522090,402.39
36,069,Ontario,04,Manufacturing,1984,111,6937,17520,121535348,336.93
36,069,Ontario,05,Transportation & Public Utilities,1984,77,1020,20229,20628827,389.02
36,069,Ontario,06,Wholesale Trade,1984,136,1083,18309,19827190,352.10
36,069,Ontario,07,Retail Trade,1984,564,6767,8504,57544816,163.54
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1984,105,830,16398,13603709,315.35
36,069,Ontario,09,Services,1984,536,10396,14907,154984220,286.68
36,069,Ontario,10,Public Administration,1984,47,1662,15773,26216283,303.33
36,069,Ontario,00,All Industries,1983,1787,28738,14065,404205519,270.48
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1983,74,541,12397,6710915,238.40
36,069,Ontario,03,Construction,1983,177,1230,19831,24393556,381.36
36,069,Ontario,04,Manufacturing,1983,108,6115,17306,105823708,332.81
36,069,Ontario,05,Transportation & Public Utilities,1983,74,967,19157,18531519,368.41
36,069,Ontario,06,Wholesale Trade,1983,128,1036,17968,18616545,345.54
36,069,Ontario,07,Retail Trade,1983,561,6411,8185,52479107,157.41
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1983,108,856,14990,12831132,288.26
36,069,Ontario,09,Services,1983,510,9957,14125,140641698,271.63
36,069,Ontario,10,Public Administration,1983,47,1624,14888,24177339,286.30
36,069,Ontario,00,All Industries,1982,1715,27738,13338,369965667,256.50
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1982,75,522,12022,6279461,231.19
36,069,Ontario,03,Construction,1982,157,978,18869,18447567,362.86
36,069,Ontario,04,Manufacturing,1982,111,5687,16530,94008562,317.89
36,069,Ontario,05,Transportation & Public Utilities,1982,72,950,18961,18015794,364.63
36,069,Ontario,06,Wholesale Trade,1982,127,1020,16970,17309343,326.35
36,069,Ontario,07,Retail Trade,1982,531,6109,7991,48817369,153.68
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1982,106,802,15003,12037452,288.52
36,069,Ontario,09,Services,1982,490,9961,13296,132433996,255.68
36,069,Ontario,10,Public Administration,1982,46,1709,13234,22616123,254.50
36,069,Ontario,00,All Industries,1981,1741,27547,12379,341002077,238.06
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1981,72,487,11989,5832811,230.56
36,069,Ontario,03,Construction,1981,166,913,16746,15294800,322.04
36,069,Ontario,04,Manufacturing,1981,111,6021,15619,94039215,300.36
36,069,Ontario,05,Transportation & Public Utilities,1981,70,852,17638,15021630,339.19
36,069,Ontario,06,Wholesale Trade,1981,121,1029,16279,16743881,313.05
36,069,Ontario,07,Retail Trade,1981,539,6150,7630,46925430,146.73
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1981,104,781,13726,10713525,263.97
36,069,Ontario,09,Services,1981,501,9513,12045,114584553,231.63
36,069,Ontario,10,Public Administration,1981,57,1802,12126,21846232,233.19
36,069,Ontario,00,All Industries,1980,1742,27617,11492,317367913,220.99
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1980,64,435,11242,4893854,216.19
36,069,Ontario,03,Construction,1980,178,903,15942,14394336,306.58
36,069,Ontario,04,Manufacturing,1980,111,6291,14087,88612945,270.90
36,069,Ontario,05,Transportation & Public Utilities,1980,68,849,16271,13807293,312.90
36,069,Ontario,06,Wholesale Trade,1980,113,1056,14090,14874454,270.96
36,069,Ontario,07,Retail Trade,1980,552,6139,7287,44733657,140.14
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1980,106,817,12950,10583288,249.04
36,069,Ontario,09,Services,1980,486,9373,11342,106309060,218.11
36,069,Ontario,10,Public Administration,1980,64,1755,10917,19159026,209.94
36,069,Ontario,00,All Industries,1979,1751,27478,10507,288700502,202.05
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1979,62,418,10498,4388209,201.89
36,069,Ontario,03,Construction,1979,188,1093,14418,15762553,277.27
36,069,Ontario,04,Manufacturing,1979,110,6360,12578,79989222,241.88
36,069,Ontario,05,Transportation & Public Utilities,1979,69,824,15528,12796202,298.61
36,069,Ontario,06,Wholesale Trade,1979,114,1058,12977,13723936,249.55
36,069,Ontario,07,Retail Trade,1979,570,6464,6750,43632991,129.80
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1979,111,788,11729,9241825,225.57
36,069,Ontario,09,Services,1979,464,8768,10507,92117353,202.05
36,069,Ontario,10,Public Administration,1979,63,1705,9997,17048211,192.24
36,069,Ontario,00,All Industries,1978,1728,25693,9931,255164501,190.99
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1978,50,373,9282,3464686,178.51
36,069,Ontario,03,Construction,1978,200,942,12919,12171479,248.43
36,069,Ontario,04,Manufacturing,1978,109,5596,11994,67114226,230.66
36,069,Ontario,05,Transportation & Public Utilities,1978,68,1003,14959,15001798,287.68
36,069,Ontario,06,Wholesale Trade,1978,115,1004,12038,12088967,231.50
36,069,Ontario,07,Retail Trade,1978,569,6272,6410,40205234,123.27
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1978,115,725,11002,7976628,211.58
36,069,Ontario,09,Services,1978,449,8109,10009,81163241,192.48
36,069,Ontario,10,Public Administration,1978,53,1669,9574,15978242,184.12
36,069,Ontario,00,All Industries,1977,1632,21525,9195,197916669,176.82
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1977,46,294,7826,2302740,150.50
36,069,Ontario,03,Construction,1977,201,822,11997,9864776,230.72
36,069,Ontario,04,Manufacturing,1977,107,5253,10997,57766292,211.48
36,069,Ontario,05,Transportation & Public Utilities,1977,75,1015,13561,13765160,260.78
36,069,Ontario,06,Wholesale Trade,1977,114,983,11357,11162388,218.41
36,069,Ontario,07,Retail Trade,1977,560,6198,5993,37148926,115.26
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1977,107,691,10362,7156699,199.27
36,069,Ontario,09,Services,1977,411,5963,9142,54512984,175.80
36,069,Ontario,10,Public Administration,1977,11,306,13868,4236704,266.69
36,069,Ontario,00,All Industries,1976,1590,20406,8794,179441010,169.11
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1976,44,272,7692,2088278,147.92
36,069,Ontario,03,Construction,1976,195,838,11179,9372664,214.98
36,069,Ontario,04,Manufacturing,1976,101,4577,10593,48488035,203.71
36,069,Ontario,05,Transportation & Public Utilities,1976,70,1134,12606,14289679,242.42
36,069,Ontario,06,Wholesale Trade,1976,110,900,10796,9717234,207.61
36,069,Ontario,07,Retail Trade,1976,553,6150,5754,35390555,110.66
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1976,103,647,10006,6469761,192.42
36,069,Ontario,09,Services,1976,403,5585,8871,49540252,170.59
36,069,Ontario,10,Public Administration,1976,11,303,13484,4084552,259.31
36,069,Ontario,00,All Industries,1975,1575,19602,8352,163723916,160.62
36,069,Ontario,01,"Agriculture, Mining & Unclassified",1975,39,231,8593,1982843,165.25
36,069,Ontario,03,Construction,1975,214,1070,11198,11985480,215.34
36,069,Ontario,04,Manufacturing,1975,104,4345,9918,43093022,190.72
36,069,Ontario,05,Transportation & Public Utilities,1975,73,1172,11371,13329926,218.68
36,069,Ontario,06,Wholesale Trade,1975,103,964,10116,9752568,194.54
36,069,Ontario,07,Retail Trade,1975,540,5560,5542,30816046,106.58
36,069,Ontario,08,"Finance,  Insurance & Real Estate",1975,95,648,8939,5788721,171.90
36,069,Ontario,09,Services,1975,396,5360,8173,43802964,157.17
36,069,Ontario,10,Public Administration,1975,11,252,12568,3172346,241.69
36,071,Orange,00,All Industries,2000,8298,119571,29357,3510205985,564.55
36,071,Orange,01,"Agriculture, Mining & Unclassified",2000,368,1826,19664,35914345,378.15
36,071,Orange,03,Construction,2000,964,4797,34125,163679706,656.25
36,071,Orange,04,Manufacturing,2000,347,11820,38122,450617389,733.12
36,071,Orange,05,Transportation & Public Utilities,2000,357,8195,38098,312228848,732.66
36,071,Orange,06,Wholesale Trade,2000,586,7550,37590,283806284,722.89
36,071,Orange,07,Retail Trade,2000,1932,25605,18266,467701371,351.27
36,071,Orange,08,"Finance,  Insurance & Real Estate",2000,741,5115,32206,164735964,619.34
36,071,Orange,09,Services,2000,2914,46487,28542,1326855858,548.89
36,071,Orange,10,Public Administration,2000,89,8174,37271,304666220,716.74
36,071,Orange,00,All Industries,1999,8270,117540,28057,3297839523,539.56
36,071,Orange,01,"Agriculture, Mining & Unclassified",1999,304,1626,18925,30774141,363.95
36,071,Orange,03,Construction,1999,953,4332,32271,139807130,620.60
36,071,Orange,04,Manufacturing,1999,356,11186,33916,379404079,652.24
36,071,Orange,05,Transportation & Public Utilities,1999,363,8512,37245,317007693,716.24
36,071,Orange,06,Wholesale Trade,1999,601,7479,35898,268489123,690.34
36,071,Orange,07,Retail Trade,1999,1952,25148,17297,434995298,332.64
36,071,Orange,08,"Finance,  Insurance & Real Estate",1999,714,5215,31565,164596925,607.02
36,071,Orange,09,Services,1999,2937,45988,27772,1277208182,534.09
36,071,Orange,10,Public Administration,1999,90,8053,35459,285556952,681.90
36,071,Orange,00,All Industries,1998,8094,113632,27303,3102529295,525.06
36,071,Orange,01,"Agriculture, Mining & Unclassified",1998,362,1598,18747,29959083,360.52
36,071,Orange,03,Construction,1998,906,3937,31337,123367423,602.64
36,071,Orange,04,Manufacturing,1998,347,11583,32817,380103588,631.09
36,071,Orange,05,Transportation & Public Utilities,1998,353,8194,36773,301329933,707.18
36,071,Orange,06,Wholesale Trade,1998,570,7032,35175,247332892,676.44
36,071,Orange,07,Retail Trade,1998,1936,24889,16486,410320304,317.04
36,071,Orange,08,"Finance,  Insurance & Real Estate",1998,685,5111,32147,164314609,618.20
36,071,Orange,09,Services,1998,2846,43487,26988,1173611040,519.00
36,071,Orange,10,Public Administration,1998,89,7802,34887,272190423,670.90
36,071,Orange,00,All Industries,1997,7995,110309,26274,2898275322,505.27
36,071,Orange,01,"Agriculture, Mining & Unclassified",1997,330,1636,17733,29018513,341.02
36,071,Orange,03,Construction,1997,911,3700,29566,109378632,568.57
36,071,Orange,04,Manufacturing,1997,346,11455,32229,369181058,619.78
36,071,Orange,05,Transportation & Public Utilities,1997,337,7689,36071,277363107,693.67
36,071,Orange,06,Wholesale Trade,1997,575,6164,34025,209729128,654.32
36,071,Orange,07,Retail Trade,1997,1952,24991,15992,399658582,307.54
36,071,Orange,08,"Finance,  Insurance & Real Estate",1997,666,4872,28600,139334174,550.01
36,071,Orange,09,Services,1997,2789,42020,26254,1103215890,504.89
36,071,Orange,10,Public Administration,1997,89,7782,33591,261396238,645.99
36,071,Orange,00,All Industries,1996,7818,108870,26028,2833670556,500.54
36,071,Orange,01,"Agriculture, Mining & Unclassified",1996,314,1644,16767,27572643,322.45
36,071,Orange,03,Construction,1996,909,3576,28542,102050950,548.88
36,071,Orange,04,Manufacturing,1996,350,11717,30696,359655494,590.32
36,071,Orange,05,Transportation & Public Utilities,1996,336,7856,35601,279676345,684.63
36,071,Orange,06,Wholesale Trade,1996,558,6075,32627,198212451,627.44
36,071,Orange,07,Retail Trade,1996,1928,24225,15469,374733300,297.48
36,071,Orange,08,"Finance,  Insurance & Real Estate",1996,624,4794,27945,133956097,537.41
36,071,Orange,09,Services,1996,2712,41741,26892,1122519265,517.16
36,071,Orange,10,Public Administration,1996,87,7242,32489,235294011,624.80
36,071,Orange,00,All Industries,1995,7738,107635,25455,2739802422,489.51
36,071,Orange,01,"Agriculture, Mining & Unclassified",1995,263,1511,16376,24747797,314.92
36,071,Orange,03,Construction,1995,922,3470,27489,95376631,528.64
36,071,Orange,04,Manufacturing,1995,353,12138,29603,359328930,569.28
36,071,Orange,05,Transportation & Public Utilities,1995,321,7751,34697,268936278,667.24
36,071,Orange,06,Wholesale Trade,1995,557,5851,31977,187105173,614.94
36,071,Orange,07,Retail Trade,1995,1932,23566,15155,357131442,291.43
36,071,Orange,08,"Finance,  Insurance & Real Estate",1995,622,4847,26416,128043479,508.00
36,071,Orange,09,Services,1995,2682,40550,26367,1069195472,507.06
36,071,Orange,10,Public Administration,1995,86,7951,31437,249937220,604.55
36,071,Orange,00,All Industries,1994,7572,106283,24936,2650315393,479.55
36,071,Orange,01,"Agriculture, Mining & Unclassified",1994,252,1434,16380,23495933,315.00
36,071,Orange,03,Construction,1994,908,3268,26886,87851837,517.04
36,071,Orange,04,Manufacturing,1994,351,12180,29382,357874302,565.04
36,071,Orange,05,Transportation & Public Utilities,1994,318,7763,34359,266741878,660.75
36,071,Orange,06,Wholesale Trade,1994,524,5500,30762,169200522,591.57
36,071,Orange,07,Retail Trade,1994,1919,22860,14890,340385357,286.35
36,071,Orange,08,"Finance,  Insurance & Real Estate",1994,595,5259,25798,135675736,496.11
36,071,Orange,09,Services,1994,2619,40149,25604,1027981720,492.39
36,071,Orange,10,Public Administration,1994,86,7870,30637,241108108,589.18
36,071,Orange,00,All Industries,1993,7445,106433,25221,2684390476,485.03
36,071,Orange,01,"Agriculture, Mining & Unclassified",1993,288,1512,15764,23835801,303.16
36,071,Orange,03,Construction,1993,931,3130,26577,83178329,511.10
36,071,Orange,04,Manufacturing,1993,348,12538,28348,355418530,545.16
36,071,Orange,05,Transportation & Public Utilities,1993,304,7524,34979,263184194,672.68
36,071,Orange,06,Wholesale Trade,1993,501,5170,30207,156176443,580.90
36,071,Orange,07,Retail Trade,1993,1931,22714,14359,326159321,276.14
36,071,Orange,08,"Finance,  Insurance & Real Estate",1993,601,5596,25271,141405456,485.98
36,071,Orange,09,Services,1993,2458,40645,27106,1101718961,521.27
36,071,Orange,10,Public Administration,1993,83,7605,30678,233313441,589.95
36,071,Orange,00,All Industries,1992,7351,105002,24576,2580581418,472.62
36,071,Orange,01,"Agriculture, Mining & Unclassified",1992,248,1516,15735,23857779,302.59
36,071,Orange,03,Construction,1992,982,3297,26134,86167158,502.57
36,071,Orange,04,Manufacturing,1992,335,12646,27687,350118789,532.44
36,071,Orange,05,Transportation & Public Utilities,1992,313,7537,34426,259483349,662.05
36,071,Orange,06,Wholesale Trade,1992,506,5441,29863,162483079,574.28
36,071,Orange,07,Retail Trade,1992,1838,21924,14249,312389011,274.02
36,071,Orange,08,"Finance,  Insurance & Real Estate",1992,609,5812,25134,146080204,483.35
36,071,Orange,09,Services,1992,2437,39066,26094,1019399474,501.81
36,071,Orange,10,Public Administration,1992,83,7763,28418,220602575,546.50
36,071,Orange,00,All Industries,1991,7337,103535,22981,2379301039,441.94
36,071,Orange,01,"Agriculture, Mining & Unclassified",1991,254,1464,14819,21699567,284.98
36,071,Orange,03,Construction,1991,1081,3497,25835,90331976,496.83
36,071,Orange,04,Manufacturing,1991,337,13018,26253,341765090,504.86
36,071,Orange,05,Transportation & Public Utilities,1991,293,7477,30987,231687211,595.91
36,071,Orange,06,Wholesale Trade,1991,495,5704,28103,160299804,540.44
36,071,Orange,07,Retail Trade,1991,1825,21958,13915,305547294,267.60
36,071,Orange,08,"Finance,  Insurance & Real Estate",1991,579,5469,23507,128568633,452.05
36,071,Orange,09,Services,1991,2390,37065,24024,890433146,461.99
36,071,Orange,10,Public Administration,1991,83,7883,26510,208968318,509.80
36,071,Orange,00,All Industries,1990,7246,105273,21945,2310213839,422.02
36,071,Orange,01,"Agriculture, Mining & Unclassified",1990,291,1551,14453,22409440,277.94
36,071,Orange,03,Construction,1990,1138,4253,25289,107564269,486.33
36,071,Orange,04,Manufacturing,1990,340,14125,24207,341930626,465.52
36,071,Orange,05,Transportation & Public Utilities,1990,286,7372,29817,219810818,573.40
36,071,Orange,06,Wholesale Trade,1990,494,5766,27484,158477128,528.55
36,071,Orange,07,Retail Trade,1990,1796,22904,13585,311154089,261.25
36,071,Orange,08,"Finance,  Insurance & Real Estate",1990,557,4928,22878,112731394,439.96
36,071,Orange,09,Services,1990,2262,36417,22900,833943972,440.38
36,071,Orange,10,Public Administration,1990,82,7957,25411,202192103,488.67
36,071,Orange,00,All Industries,1989,6994,104993,20662,2169411323,397.35
36,071,Orange,01,"Agriculture, Mining & Unclassified",1989,283,1598,13835,22104537,266.05
36,071,Orange,03,Construction,1989,1141,4863,23609,114816451,454.02
36,071,Orange,04,Manufacturing,1989,337,14618,22162,323972225,426.20
36,071,Orange,05,Transportation & Public Utilities,1989,269,7005,28561,200070928,549.25
36,071,Orange,06,Wholesale Trade,1989,442,5957,25523,152036825,490.83
36,071,Orange,07,Retail Trade,1989,1759,23237,13317,309450814,256.10
36,071,Orange,08,"Finance,  Insurance & Real Estate",1989,480,4665,20831,97172015,400.60
36,071,Orange,09,Services,1989,2200,35629,21594,769372778,415.27
36,071,Orange,10,Public Administration,1989,83,7421,24311,180414750,467.52
36,071,Orange,00,All Industries,1988,6773,102721,19826,2036525642,381.26
36,071,Orange,01,"Agriculture, Mining & Unclassified",1988,307,1552,14125,21915538,271.64
36,071,Orange,03,Construction,1988,1082,5298,23350,123716645,449.03
36,071,Orange,04,Manufacturing,1988,336,15020,21542,323563162,414.27
36,071,Orange,05,Transportation & Public Utilities,1988,256,6629,27871,184744866,535.99
36,071,Orange,06,Wholesale Trade,1988,428,5671,25034,141964540,481.42
36,071,Orange,07,Retail Trade,1988,1695,22446,12893,289385551,247.93
36,071,Orange,08,"Finance,  Insurance & Real Estate",1988,460,4562,20038,91410056,385.35
36,071,Orange,09,Services,1988,2128,34426,20419,702935663,392.67
36,071,Orange,10,Public Administration,1988,81,7118,22042,156889621,423.89
36,071,Orange,00,All Industries,1987,6429,99169,18545,1839112734,356.64
36,071,Orange,01,"Agriculture, Mining & Unclassified",1987,278,1656,13007,21544473,250.14
36,071,Orange,03,Construction,1987,954,5259,22095,116193275,424.89
36,071,Orange,04,Manufacturing,1987,343,14630,20283,296732852,390.05
36,071,Orange,05,Transportation & Public Utilities,1987,252,6478,26416,171112857,508.00
36,071,Orange,06,Wholesale Trade,1987,414,5574,22409,124904607,430.94
36,071,Orange,07,Retail Trade,1987,1666,21236,11994,254700474,230.65
36,071,Orange,08,"Finance,  Insurance & Real Estate",1987,412,4087,20213,82600547,388.71
36,071,Orange,09,Services,1987,2027,33442,18828,629633408,362.07
36,071,Orange,10,Public Administration,1987,83,6809,20810,141690241,400.19
36,071,Orange,00,All Industries,1986,6126,94764,17310,1640407898,332.89
36,071,Orange,01,"Agriculture, Mining & Unclassified",1986,230,1562,12719,19864224,244.59
36,071,Orange,03,Construction,1986,816,4335,20444,88631386,393.15
