Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",12290,85310,65766,41296,107318
10,4,Hudson Valley,27-1011,Art Directors,350,158863,163601,87291,194648
10,4,Hudson Valley,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,96511,78937,61021,114255
10,4,Hudson Valley,27-1019,"Artists and Related Workers, All Other",,49980,37801,34470,57737
10,4,Hudson Valley,27-1021,Commercial and Industrial Designers,270,93154,78439,57021,111220
10,4,Hudson Valley,27-1022,Fashion Designers,280,98878,85751,54542,121047
10,4,Hudson Valley,27-1023,Floral Designers,320,43420,44308,35211,47524
10,4,Hudson Valley,27-1024,Graphic Designers,1240,77353,71911,50199,90930
10,4,Hudson Valley,27-1025,Interior Designers,700,75688,70049,46154,90455
10,4,Hudson Valley,27-1026,Merchandise Displayers and Window Trimmers,1010,46703,42797,36638,51736
10,4,Hudson Valley,27-1027,Set and Exhibit Designers,,72888,55628,50842,83911
10,4,Hudson Valley,27-1029,"Designers, All Other",,87605,80587,58358,102227
10,4,Hudson Valley,27-2012,Producers and Directors,720,131786,96383,51438,171960
10,4,Hudson Valley,27-2022,Coaches and Scouts,1860,63800,49751,35874,77763
10,4,Hudson Valley,27-2023,"Umpires, Referees, and Other Sports Officials",,69293,52967,34678,86600
10,4,Hudson Valley,27-2041,Music Directors and Composers,130,89516,67417,35523,116512
10,4,Hudson Valley,27-3011,Radio and Television Announcers,140,69898,46732,34683,87506
10,4,Hudson Valley,27-3031,Public Relations Specialists,1520,92201,80999,50457,113073
10,4,Hudson Valley,27-3041,Editors,630,96298,83531,54479,117209
10,4,Hudson Valley,27-3042,Technical Writers,140,86494,80334,41062,109210
10,4,Hudson Valley,27-3043,Writers and Authors,400,133541,120720,62508,169059
10,4,Hudson Valley,27-3091,Interpreters and Translators,170,89267,77994,45060,111370
10,4,Hudson Valley,27-3092,Court Reporters and Simultaneous Captioners,,107006,103149,85593,117714
10,4,Hudson Valley,27-4011,Audio and Video Equipment Technicians,490,61951,56393,40845,72505
10,4,Hudson Valley,27-4012,Broadcast Technicians,,43749,39487,31397,49924
10,4,Hudson Valley,27-4014,Sound Engineering Technicians,,84803,68066,44941,104735
10,4,Hudson Valley,27-4015,Lighting Technicians,,88626,85713,53626,106126
10,4,Hudson Valley,27-4021,Photographers,260,90952,65551,39024,116916
10,4,Hudson Valley,27-4031,"Camera Operators, Television, Video, and Motion Picture",,94425,61221,38282,122495
10,4,Hudson Valley,27-4032,Film and Video Editors,120,111038,88630,44183,144464
10,4,Hudson Valley,29-0000,Healthcare Practitioners and Technical Occupations,57940,121246,102071,59444,152147
10,4,Hudson Valley,29-1011,Chiropractors,470,102162,84426,74582,115953
10,4,Hudson Valley,29-1021,"Dentists, General",780,177214,180958,80757,225443
10,4,Hudson Valley,29-1023,Orthodontists,,344854,,160896,
10,4,Hudson Valley,29-1029,"Dentists, All Other Specialists",,253180,223540,100980,329279
10,4,Hudson Valley,29-1031,Dietitians and Nutritionists,570,87504,83778,65802,98355
10,4,Hudson Valley,29-1041,Optometrists,250,153075,166164,96853,181185
10,4,Hudson Valley,29-1051,Pharmacists,2000,141722,140203,112469,156349
10,4,Hudson Valley,29-1071,Physician Assistants,1510,145257,144888,100216,167778
10,4,Hudson Valley,29-1081,Podiatrists,180,142419,116168,65708,180775
10,4,Hudson Valley,29-1122,Occupational Therapists,1320,116516,112605,78024,135762
10,4,Hudson Valley,29-1123,Physical Therapists,1930,110127,106783,76335,127023
10,4,Hudson Valley,29-1124,Radiation Therapists,110,128431,128888,105232,140030
10,4,Hudson Valley,29-1125,Recreational Therapists,210,66099,61777,49183,74557
10,4,Hudson Valley,29-1126,Respiratory Therapists,690,105807,103074,89664,113879
10,4,Hudson Valley,29-1127,Speech-Language Pathologists,2350,107381,106141,61139,130502
10,4,Hudson Valley,29-1128,Exercise Physiologists,,71848,67308,56525,79509
10,4,Hudson Valley,29-1129,"Therapists, All Other",240,84514,69761,47305,103117
10,4,Hudson Valley,29-1131,Veterinarians,510,164745,138555,107897,193170
10,4,Hudson Valley,29-1141,Registered Nurses,17280,112519,109728,80721,128418
10,4,Hudson Valley,29-1161,Nurse Midwives,,144134,142398,120008,156198
10,4,Hudson Valley,29-1171,Nurse Practitioners,1500,155686,145210,110396,178331
10,4,Hudson Valley,29-1181,Audiologists,,105094,87089,71923,121681
10,4,Hudson Valley,29-1212,Cardiologists,220,479160,,279686,
10,4,Hudson Valley,29-1213,Dermatologists,160,309528,,130029,399279
10,4,Hudson Valley,29-1214,Emergency Medicine Physicians,410,294692,,174179,
10,4,Hudson Valley,29-1215,Family Medicine Physicians,450,231131,,136044,278674
10,4,Hudson Valley,29-1216,General Internal Medicine Physicians,1280,237632,220216,96142,308379
10,4,Hudson Valley,29-1217,Neurologists,110,325703,,201082,
10,4,Hudson Valley,29-1218,Obstetricians and Gynecologists,280,357824,,226854,
10,4,Hudson Valley,29-1221,"Pediatricians, General",360,196005,187497,81678,253168
10,4,Hudson Valley,29-1222,"Physicians, Pathologists",100,273182,231908,74814,372366
10,4,Hudson Valley,29-1223,Psychiatrists,530,256991,,117178,326897
10,4,Hudson Valley,29-1224,Radiologists,180,441564,,290966,
10,4,Hudson Valley,29-1229,"Physicians, All Other",1230,265331,227719,102460,346765
10,4,Hudson Valley,29-1241,"Ophthalmologists, Except Pediatric",150,376472,,203250,
10,4,Hudson Valley,29-1242,"Orthopedic Surgeons, Except Pediatric",,466712,,224978,
10,4,Hudson Valley,29-1243,Pediatric Surgeons,,415215,,281125,
10,4,Hudson Valley,29-1249,"Surgeons, All Other",340,348807,,86350,480036
10,4,Hudson Valley,29-1291,Acupuncturists,200,92727,85015,62036,108072
10,4,Hudson Valley,29-1292,Dental Hygienists,1520,93865,101200,71178,105209
10,4,Hudson Valley,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",,140154,143018,85431,167516
10,4,Hudson Valley,29-2010,Clinical Laboratory Technologists and Technicians,1400,84462,81450,48335,102527
10,4,Hudson Valley,29-2031,Cardiovascular Technologists and Technicians,300,88786,85713,54398,105979
10,4,Hudson Valley,29-2032,Diagnostic Medical Sonographers,700,98965,102723,79318,108789
10,4,Hudson Valley,29-2033,Nuclear Medicine Technologists,110,115805,112226,92509,127453
10,4,Hudson Valley,29-2034,Radiologic Technologists,1520,90550,90475,66655,102497
10,4,Hudson Valley,29-2035,Magnetic Resonance Imaging Technologists,300,95261,103552,61321,112231
10,4,Hudson Valley,29-2036,Medical Dosimetrists,,170015,166274,139195,185425
10,4,Hudson Valley,29-2042,Emergency Medical Technicians,1660,47404,46102,38874,51669
10,4,Hudson Valley,29-2043,Paramedics,920,66728,66104,56032,72076
10,4,Hudson Valley,29-2051,Dietetic Technicians,110,48446,47655,40158,52591
10,4,Hudson Valley,29-2052,Pharmacy Technicians,2290,46341,44056,36917,51053
10,4,Hudson Valley,29-2053,Psychiatric Technicians,350,57056,49920,44226,63471
10,4,Hudson Valley,29-2055,Surgical Technologists,500,81134,82282,62974,90214
10,4,Hudson Valley,29-2056,Veterinary Technologists and Technicians,810,58746,59570,45376,65432
10,4,Hudson Valley,29-2057,Ophthalmic Medical Technicians,360,53743,51514,43414,58907
10,4,Hudson Valley,29-2061,Licensed Practical and Licensed Vocational Nurses,3880,68478,66945,57407,74013
10,4,Hudson Valley,29-2072,Medical Records Specialists,830,64272,62947,43902,74457
10,4,Hudson Valley,29-2081,"Opticians, Dispensing",420,64892,63786,49584,72545
10,4,Hudson Valley,29-2091,Orthotists and Prosthetists,,100717,99489,71234,115458
10,4,Hudson Valley,29-2092,Hearing Aid Specialists,,94666,62018,49107,117446
10,4,Hudson Valley,29-2099,"Health Technologists and Technicians, All Other",770,64878,57235,43590,75522
10,4,Hudson Valley,29-9021,Health Information Technologists and Medical Registrars,,89903,77673,49866,109921
10,4,Hudson Valley,29-9091,Athletic Trainers,120,72129,69018,51100,82643
10,4,Hudson Valley,29-9092,Genetic Counselors,,95837,99138,60262,113624
10,4,Hudson Valley,29-9093,Surgical Assistants,,65296,60274,49921,72985
10,4,Hudson Valley,29-9099,"Healthcare Practitioners and Technical Workers, All Other",150,66066,54717,37121,80538
10,4,Hudson Valley,31-0000,Healthcare Support Occupations,63220,43895,40750,34958,48362
10,4,Hudson Valley,31-1120,Home Health & Personal Care Aides,41440,40829,37613,34290,44099
10,4,Hudson Valley,31-1131,Nursing Assistants,8140,48156,47455,41665,51401
10,4,Hudson Valley,31-1132,Orderlies,280,46679,46882,39315,50361
10,4,Hudson Valley,31-1133,Psychiatric Aides,910,53475,50575,42292,59066
10,4,Hudson Valley,31-2011,Occupational Therapy Assistants,340,75439,74429,56175,85072
10,4,Hudson Valley,31-2012,Occupational Therapy Aides,,54723,47242,36402,63884
10,4,Hudson Valley,31-2021,Physical Therapist Assistants,500,63517,65729,41183,74684
10,4,Hudson Valley,31-2022,Physical Therapist Aides,400,40384,36804,35024,43065
10,4,Hudson Valley,31-9011,Massage Therapists,580,75297,54943,40396,92748
10,4,Hudson Valley,31-9091,Dental Assistants,2230,50561,47341,39822,55929
10,4,Hudson Valley,31-9092,Medical Assistants,4440,49805,47965,39738,54840
10,4,Hudson Valley,31-9093,Medical Equipment Preparers,450,55446,56697,44578,60880
10,4,Hudson Valley,31-9094,Medical Transcriptionists,1460,37698,34215,34089,39501
10,4,Hudson Valley,31-9095,Pharmacy Aides,240,43577,36449,35766,47484
10,4,Hudson Valley,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,840,44204,42148,37249,47681
10,4,Hudson Valley,31-9097,Phlebotomists,700,51386,50258,43908,55124
10,4,Hudson Valley,31-9099,"Healthcare Support Workers, All Other",240,54688,51692,40855,61605
10,4,Hudson Valley,33-0000,Protective Service Occupations,29490,73340,64344,38877,90571
10,4,Hudson Valley,33-1011,First-Line Supervisors of Correctional Officers,680,109306,100386,83527,122197
10,4,Hudson Valley,33-1012,First-Line Supervisors of Police and Detectives,1270,148026,147127,109249,167415
10,4,Hudson Valley,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,340,139150,144897,104483,156484
10,4,Hudson Valley,33-1091,First-Line Supervisors of Security Workers,580,67572,61500,45789,78464
10,4,Hudson Valley,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",140,81888,79760,55662,95001
10,4,Hudson Valley,33-2011,Firefighters,1090,96763,97062,69108,110590
10,4,Hudson Valley,33-2021,Fire Inspectors and Investigators,110,100197,80296,56448,122072
10,4,Hudson Valley,33-3011,Bailiffs,370,76656,82080,49521,90223
10,4,Hudson Valley,33-3012,Correctional Officers and Jailers,5770,77893,74635,63206,85236
10,4,Hudson Valley,33-3021,Detectives and Criminal Investigators,880,122571,116423,86334,140690
10,4,Hudson Valley,33-3031,Fish and Game Wardens,,77384,74056,69242,81455
10,4,Hudson Valley,33-3041,Parking Enforcement Workers,110,65078,64396,44187,75524
10,4,Hudson Valley,33-3051,Police and Sheriff's Patrol Officers,4750,101753,103366,68566,118346
10,4,Hudson Valley,33-9011,Animal Control Workers,110,73013,59578,40605,89217
10,4,Hudson Valley,33-9021,Private Detectives and Investigators,100,60460,48585,41146,70117
10,4,Hudson Valley,33-9032,Security Guards,9360,46677,41659,35832,52099
10,4,Hudson Valley,33-9091,Crossing Guards,650,50723,48585,37203,57483
10,4,Hudson Valley,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",790,38402,37223,33834,40686
10,4,Hudson Valley,33-9093,Transportation Security Screeners,120,54155,54545,46500,57984
10,4,Hudson Valley,33-9094,School Bus Monitors,2110,37728,36800,33095,40045
10,4,Hudson Valley,33-9099,"Protective Service Workers, All Other",110,49076,44082,37002,55113
10,4,Hudson Valley,35-0000,Food Preparation and Serving Related Occupations,72850,44403,37432,33249,49980
10,4,Hudson Valley,35-1011,Chefs and Head Cooks,1690,70865,63015,40458,86068
10,4,Hudson Valley,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,5670,54146,47972,37310,62565
10,4,Hudson Valley,35-2011,"Cooks, Fast Food",2060,36075,34439,32150,38038
10,4,Hudson Valley,35-2012,"Cooks, Institution and Cafeteria",1970,47027,46118,37303,51891
10,4,Hudson Valley,35-2014,"Cooks, Restaurant",6900,43680,40879,34364,48339
10,4,Hudson Valley,35-2015,"Cooks, Short Order",850,40325,37814,35158,42909
10,4,Hudson Valley,35-2021,Food Preparation Workers,5880,40368,38170,33762,43672
10,4,Hudson Valley,35-3011,Bartenders,2850,57131,47553,34398,68497
10,4,Hudson Valley,35-3023,Fast Food and Counter Workers,20230,36765,35816,33035,38629
10,4,Hudson Valley,35-3031,Waiters and Waitresses,13640,51393,40503,32578,60801
10,4,Hudson Valley,35-3041,"Food Servers, Nonrestaurant",2090,42885,41520,34959,46847
10,4,Hudson Valley,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,4080,44910,38059,32729,51000
10,4,Hudson Valley,35-9021,Dishwashers,3320,36652,35769,32109,38924
10,4,Hudson Valley,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1520,40365,37040,32598,44248
10,4,Hudson Valley,37-0000,Building and Grounds Cleaning and Maintenance Occupations,34080,46437,41438,34576,52367
10,4,Hudson Valley,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,990,61055,58673,42542,70311
10,4,Hudson Valley,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1170,66466,57415,50332,74532
10,4,Hudson Valley,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",18210,44089,39247,33926,49170
10,4,Hudson Valley,37-2012,Maids and Housekeeping Cleaners,3900,45079,40970,34824,50207
10,4,Hudson Valley,37-2021,Pest Control Workers,590,55831,50322,42747,62374
10,4,Hudson Valley,37-3011,Landscaping and Groundskeeping Workers,8830,46244,44942,35014,51859
10,4,Hudson Valley,37-3013,Tree Trimmers and Pruners,350,62777,61811,44532,71900
10,4,Hudson Valley,37-3019,"Grounds Maintenance Workers, All Other",,74899,79202,51178,86760
10,4,Hudson Valley,39-0000,Personal Care and Service Occupations,25000,46812,37866,33299,53569
10,4,Hudson Valley,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",280,61849,53690,41083,72233
10,4,Hudson Valley,39-1022,First-Line Supervisors of Personal Service Workers,990,64192,61950,45240,73668
10,4,Hudson Valley,39-2011,Animal Trainers,280,57836,49150,38995,67257
10,4,Hudson Valley,39-2021,Nonfarm Animal Caretakers,1760,42003,36982,33507,46252
10,4,Hudson Valley,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",770,36530,36004,33445,38072
10,4,Hudson Valley,39-3091,Amusement and Recreation Attendants,2280,39010,36132,32671,42178
10,4,Hudson Valley,39-3092,Costume Attendants,,64026,45631,36385,77847
10,4,Hudson Valley,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",150,43563,39231,35567,47561
10,4,Hudson Valley,39-4021,Funeral Attendants,170,46276,44430,38506,50161
10,4,Hudson Valley,39-4031,"Morticians, Undertakers, and Funeral Directors",140,76998,75830,50128,90434
10,4,Hudson Valley,39-5011,Barbers,140,51857,54416,33104,61232
10,4,Hudson Valley,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2750,41875,33901,32960,46334
10,4,Hudson Valley,39-5092,Manicurists and Pedicurists,2340,36670,34990,33263,38373
10,4,Hudson Valley,39-5094,Skincare Specialists,480,63843,40528,32860,79334
10,4,Hudson Valley,39-6011,Baggage Porters and Bellhops,220,47937,48505,36120,53845
10,4,Hudson Valley,39-6012,Concierges,470,49619,46771,36644,56106
10,4,Hudson Valley,39-7010,Tour and Travel Guides,290,54832,42505,33593,65451
10,4,Hudson Valley,39-9011,Childcare Workers,5240,40214,38147,33835,43403
10,4,Hudson Valley,39-9031,Fitness Trainers and Aerobics Instructors,2190,75306,64322,37734,94093
10,4,Hudson Valley,39-9032,Recreation Workers,2480,47727,40842,34138,54521
10,4,Hudson Valley,39-9041,Residential Advisors,710,46936,47073,35529,52638
10,4,Hudson Valley,39-9099,"Personal Care and Service Workers, All Other",120,55757,37249,34176,66548
10,4,Hudson Valley,41-0000,Sales and Related Occupations,80360,63234,40926,34496,77602
10,4,Hudson Valley,41-1011,First-Line Supervisors of Retail Sales Workers,6140,66565,58817,41054,79319
10,4,Hudson Valley,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1140,121713,107462,77046,144047
10,4,Hudson Valley,41-2011,Cashiers,22170,37195,35954,32699,39444
10,4,Hudson Valley,41-2021,Counter and Rental Clerks,2640,52913,44787,38318,60211
10,4,Hudson Valley,41-2022,Parts Salespersons,930,54402,49728,37337,62935
10,4,Hudson Valley,41-2031,Retail Salespersons,25820,46195,37836,34425,52080
10,4,Hudson Valley,41-3011,Advertising Sales Agents,990,102694,90211,55294,126394
10,4,Hudson Valley,41-3021,Insurance Sales Agents,1940,107752,78937,49919,136670
10,4,Hudson Valley,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2390,151824,106694,54385,200543
10,4,Hudson Valley,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",5940,104961,85575,49699,132592
10,4,Hudson Valley,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1110,138954,130195,75200,170832
10,4,Hudson Valley,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",7100,98162,77685,47039,123724
10,4,Hudson Valley,41-9011,Demonstrators and Product Promoters,420,49056,44563,39511,53828
10,4,Hudson Valley,41-9021,Real Estate Brokers,160,162355,79731,46479,220293
10,4,Hudson Valley,41-9022,Real Estate Sales Agents,580,111465,107439,52087,141155
10,4,Hudson Valley,41-9031,Sales Engineers,220,157652,134853,97145,187905
10,4,Hudson Valley,41-9041,Telemarketers,140,38079,33429,33355,40441
10,4,Hudson Valley,41-9099,"Sales and Related Workers, All Other",190,44598,40506,33664,50066
10,4,Hudson Valley,43-0000,Office and Administrative Support Occupations,116540,56814,51284,38167,66137
10,4,Hudson Valley,43-1011,First-Line Supervisors of Office and Administrative Support Workers,7920,81265,76855,54671,94563
10,4,Hudson Valley,43-2011,"Switchboard Operators, Including Answering Service",190,49199,44562,37699,54949
10,4,Hudson Valley,43-2021,Telephone Operators,,51222,47625,39801,56931
10,4,Hudson Valley,43-3011,Bill and Account Collectors,470,54953,50155,42951,60955
10,4,Hudson Valley,43-3021,Billing and Posting Clerks,3050,54367,51514,41980,60561
10,4,Hudson Valley,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",10260,59774,56755,42394,68465
10,4,Hudson Valley,43-3051,Payroll and Timekeeping Clerks,930,64549,63254,45054,74295
10,4,Hudson Valley,43-3061,Procurement Clerks,240,55013,55723,41514,61762
10,4,Hudson Valley,43-3071,Tellers,1980,44829,45211,37658,48416
10,4,Hudson Valley,43-3099,"Financial Clerks, All Other",210,56621,52857,45989,61938
10,4,Hudson Valley,43-4011,Brokerage Clerks,,84638,89025,65556,94179
10,4,Hudson Valley,43-4021,Correspondence Clerks,,44571,40149,36817,48448
10,4,Hudson Valley,43-4031,"Court, Municipal, and License Clerks",1350,64624,62285,44215,74828
10,4,Hudson Valley,43-4041,"Credit Authorizers, Checkers, and Clerks",,50185,40944,38106,56225
10,4,Hudson Valley,43-4051,Customer Service Representatives,14430,51850,47673,36516,59518
10,4,Hudson Valley,43-4061,"Eligibility Interviewers, Government Programs",520,73207,70221,59444,80087
10,4,Hudson Valley,43-4071,File Clerks,380,43942,39758,34340,48743
10,4,Hudson Valley,43-4081,"Hotel, Motel, and Resort Desk Clerks",900,42614,38622,34998,46423
10,4,Hudson Valley,43-4111,"Interviewers, Except Eligibility and Loan",960,52324,50186,41661,57657
10,4,Hudson Valley,43-4121,"Library Assistants, Clerical",1110,40555,37221,31598,45033
10,4,Hudson Valley,43-4131,Loan Interviewers and Clerks,380,59395,55469,46203,65991
10,4,Hudson Valley,43-4141,New Accounts Clerks,700,51324,50573,47230,53370
10,4,Hudson Valley,43-4151,Order Clerks,440,47509,45032,35244,53642
10,4,Hudson Valley,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",740,56705,55820,41572,64271
10,4,Hudson Valley,43-4171,Receptionists and Information Clerks,8560,43855,40901,35160,48203
10,4,Hudson Valley,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,280,46138,41115,35404,51505
10,4,Hudson Valley,43-4199,"Information and Record Clerks, All Other",250,57317,56281,43489,64232
10,4,Hudson Valley,43-5011,Cargo and Freight Agents,230,63109,57472,41212,74057
10,4,Hudson Valley,43-5021,Couriers and Messengers,540,44527,40766,35392,49094
10,4,Hudson Valley,43-5031,"Police, Fire, and Ambulance Dispatchers",610,64210,61824,44748,73942
10,4,Hudson Valley,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1160,55513,51957,38257,64141
10,4,Hudson Valley,43-5041,"Meter Readers, Utilities",,59298,48309,39570,69162
10,4,Hudson Valley,43-5051,Postal Service Clerks,800,63066,62503,50975,69111
10,4,Hudson Valley,43-5052,Postal Service Mail Carriers,2540,62182,60229,45397,70574
10,4,Hudson Valley,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",940,59125,57225,44150,66612
10,4,Hudson Valley,43-5061,"Production, Planning, and Expediting Clerks",3860,63520,61103,43695,73434
10,4,Hudson Valley,43-5071,"Shipping, Receiving, and Traffic Clerks",4060,50543,47693,37048,57290
10,4,Hudson Valley,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",230,47219,43136,38008,51824
10,4,Hudson Valley,43-6011,Executive Secretaries and Executive Administrative Assistants,8010,86041,83098,62511,97808
10,4,Hudson Valley,43-6012,Legal Secretaries,890,63459,62732,39785,75297
10,4,Hudson Valley,43-6013,Medical Secretaries,3720,47944,47270,38743,52544
10,4,Hudson Valley,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",13530,50621,49579,38134,56864
10,4,Hudson Valley,43-9021,Data Entry Keyers,910,50859,45666,36656,57961
10,4,Hudson Valley,43-9022,Word Processors and Typists,1690,51592,50732,38473,58152
10,4,Hudson Valley,43-9031,Desktop Publishers,,77865,67974,57912,87842
10,4,Hudson Valley,43-9041,Insurance Claims and Policy Processing Clerks,490,60863,56587,46051,68268
10,4,Hudson Valley,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",500,43919,42914,33794,48982
10,4,Hudson Valley,43-9061,"Office Clerks, General",14380,48479,45627,33976,55730
10,4,Hudson Valley,43-9071,"Office Machine Operators, Except Computer",130,47213,42913,34521,53560
10,4,Hudson Valley,43-9111,Statistical Assistants,,68316,68463,51166,76890
10,4,Hudson Valley,43-9199,"Office and Administrative Support Workers, All Other",110,57086,55835,39676,65792
10,4,Hudson Valley,45-0000,"Farming, Fishing, and Forestry Occupations",780,44961,39241,35928,49477
10,4,Hudson Valley,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,72795,65490,55195,81595
10,4,Hudson Valley,45-2011,Agricultural Inspectors,,69485,72774,48043,80205
10,4,Hudson Valley,45-2021,Animal Breeders,,52090,46110,42893,56687
10,4,Hudson Valley,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",570,41279,38677,35547,44145
10,4,Hudson Valley,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,42359,39021,36397,45339
10,4,Hudson Valley,47-0000,Construction and Extraction Occupations,46480,75523,65608,45150,90710
10,4,Hudson Valley,47-1011,Supervisors of Construction and Extraction Workers,4200,96299,92457,60506,114196
10,4,Hudson Valley,47-2021,Brickmasons and Blockmasons,510,82915,72134,51632,98555
10,4,Hudson Valley,47-2022,Stonemasons,200,73254,76281,48530,85615
10,4,Hudson Valley,47-2031,Carpenters,7190,70283,61637,44128,83360
10,4,Hudson Valley,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",100,73012,60122,50677,84180
10,4,Hudson Valley,47-2044,Tile and Marble Setters,1120,52120,33986,33986,61187
10,4,Hudson Valley,47-2051,Cement Masons and Concrete Finishers,1520,78511,74574,48677,93428
10,4,Hudson Valley,47-2061,Construction Laborers,7450,66215,59756,41960,78342
10,4,Hudson Valley,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",540,61537,50785,46804,68904
10,4,Hudson Valley,47-2073,Operating Engineers and Other Construction Equipment Operators,2080,94259,81243,57068,112855
10,4,Hudson Valley,47-2081,Drywall and Ceiling Tile Installers,780,80252,73022,47985,96385
10,4,Hudson Valley,47-2082,Tapers,,64194,53354,52972,69805
10,4,Hudson Valley,47-2111,Electricians,4540,83414,76544,48002,101120
10,4,Hudson Valley,47-2121,Glaziers,380,80454,73632,51253,95055
10,4,Hudson Valley,47-2141,"Painters, Construction and Maintenance",2480,61433,55033,41883,71208
10,4,Hudson Valley,47-2152,"Plumbers, Pipefitters, and Steamfitters",3240,91802,80262,57019,109193
10,4,Hudson Valley,47-2161,Plasterers and Stucco Masons,100,102729,105305,62359,122915
10,4,Hudson Valley,47-2171,Reinforcing Iron and Rebar Workers,160,91379,103328,65588,104275
10,4,Hudson Valley,47-2181,Roofers,600,67917,60516,43626,80063
10,4,Hudson Valley,47-2211,Sheet Metal Workers,680,78135,73053,49240,92583
10,4,Hudson Valley,47-2221,Structural Iron and Steel Workers,510,100089,110248,63717,118276
10,4,Hudson Valley,47-3012,Helpers--Carpenters,230,48512,49530,39356,53090
10,4,Hudson Valley,47-3013,Helpers--Electricians,530,49401,48622,38868,54668
10,4,Hudson Valley,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",400,40159,38232,34356,43061
10,4,Hudson Valley,47-4011,Construction and Building Inspectors,1380,84758,82373,55811,99232
10,4,Hudson Valley,47-4041,Hazardous Materials Removal Workers,330,78239,82881,52544,91086
10,4,Hudson Valley,47-4051,Highway Maintenance Workers,2580,65957,62372,47402,75235
10,4,Hudson Valley,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,250,58569,55120,42644,66532
10,4,Hudson Valley,47-4090,Miscellaneous Construction and Related Workers,,55626,46228,39354,63762
10,4,Hudson Valley,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",250,76457,66941,51088,89142
10,4,Hudson Valley,49-0000,"Installation, Maintenance, and Repair Occupations",39380,67664,62242,42258,80366
10,4,Hudson Valley,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3530,91460,85221,54486,109946
10,4,Hudson Valley,49-2011,"Computer, Automated Teller, and Office Machine Repairers",550,62226,64600,44553,71062
10,4,Hudson Valley,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1340,66163,56877,41657,78416
10,4,Hudson Valley,49-2092,"Electric Motor, Power Tool, and Related Repairers",,61908,62462,50880,67421
10,4,Hudson Valley,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",250,89444,80815,63821,102254
10,4,Hudson Valley,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",270,117017,125152,92533,129259
10,4,Hudson Valley,49-2098,Security and Fire Alarm Systems Installers,770,70868,66020,48887,81859
10,4,Hudson Valley,49-3011,Aircraft Mechanics and Service Technicians,190,102985,84953,65343,121806
10,4,Hudson Valley,49-3021,Automotive Body and Related Repairers,1150,63085,56901,44883,72186
10,4,Hudson Valley,49-3023,Automotive Service Technicians and Mechanics,4980,57675,50733,36114,68456
10,4,Hudson Valley,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1760,70178,67877,51985,79274
10,4,Hudson Valley,49-3041,Farm Equipment Mechanics and Service Technicians,,57531,54930,42669,64963
