County,County MAPSYM,MAPSYM,MUKEY,Default Mineral Soil Group,Multiple MSG Flag,Flag - MSG Values,Flag - Fields,Capability Class (FM5 CAP),Soil Temp. Regime,Soil Modifier,Soil Slope,Soil Name,Drainage,Modifier,Texture,Flooding,Lime,Rotation,Corn Yield (ton/acre),Hay Yield (ton/acre),Change,TDN (ton/acre),Index (TDN)
Montgomery,NY057_ANB,AnB,292781,6,,,,3W,Mesic,,"""03-08""",ANGOLA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Montgomery,NY057_AOB,AoB,292782,6,,,,3W,Mesic,,"""03-08""",ANGOLA,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Montgomery,NY057_APA,ApA,292783,5,,,,3W,Mesic,,"""00-03""",APPLETON,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_APB,ApB,292784,5,,,,3W,Mesic,,"""03-08""",APPLETON,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_ARB,ArB,292785,6,,,,3E,Mesic,,"""00-08""",ARNOT,Moderately Well Drained to Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.95,,1.31,28.91
Montgomery,NY057_ATC,AtC,292786,8,,,,4E,Mesic,,"""08-15""",ARNOT,Moderately Well Drained to Well Drained,Rocky,Silty Loam,,Requires lime additions within every rotation,2,7.5,0.96,,0.48,10.57
Montgomery,NY057_ATD,AtD,292787,8,,,,6E,Mesic,,"""15-25""",ARNOT,Moderately Well Drained to Well Drained,Rocky,Silty Loam,,Requires lime additions within every rotation,0,0,0.72,,0.36,7.93
Montgomery,NY057_AVB,AvB,292788,6,,,,3E,Mesic,,"""03-08""",ARNOT-ANGOLA,Moderaltey Well Drained to Somewhat Poorly Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.95,,1.36,29.9
Montgomery,NY057_AZF,AZF,292789,9,,,,7S,Mesic,Very Steep,"""35-60""",ARNOT-ROCK OUTCROP,Moderately Well Drained to Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Montgomery,NY057_BOB,BoB,292790,3,,,,2E,Mesic,,"""03-08""",BROADALBIN,Moderately Well Drained to Well Drained,,,,Requires lime additions within every rotation,3,16.72,3.685,,2.29,50.51
Montgomery,NY057_BOC,BoC,292791,5,,,,3E,Mesic,,"""08-15""",BROADALBIN,Moderately Well Drained to Well Drained,,,,Requires lime additions within every rotation,1,15,2.97,,1.64,36.05
Montgomery,NY057_BOD,BoD,292792,6,,,,4E,Mesic,,"""15-25""",BROADALBIN,Moderately Well Drained to Well Drained,,,,Requires lime additions within every rotation,0,0,2.6,,1.3,28.63
Montgomery,NY057_BR,Br,292793,5,,,,3W,Mesic,,"""00-03""",BROCKPORT,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Montgomery,NY057_BUA,BuA,292794,5,,,,3W,Mesic,,"""00-03""",BURDETT,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Montgomery,NY057_BUB,BuB,292795,5,,,,3W,Mesic,,"""03-08""",BURDETT,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Montgomery,NY057_BUC,BuC,292796,7,,,,3E,Mesic,,"""08-15""",BURDETT,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,11.25,1.92,,1.09,23.99
Montgomery,NY057_BVA,BvA,292797,6,,,,3W,Mesic,,"""00-03""",BURDETT-SCRIBA,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,2.275,,1.52,33.4
Montgomery,NY057_BVB,BvB,292798,6,,,,3W,Mesic,,"""03-08""",BURDETT-SCRIBA,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,2.275,,1.52,33.4
Montgomery,NY057_BVC,BvC,292799,6,,,,3E,Mesic,,"""08-15""",BURDETT-SCRIBA,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,12,2.275,,1.26,27.84
Montgomery,NY057_BXB,BXB,292800,9,,,,7S,Mesic,,"""00-03""",BURDETT-SCRIBA,Somewhat Well-Drained,Extrmely Stoney,Silty Loam,,Requires lime additions within every rotation,3,12,2.17,,1.48,32.59
Montgomery,NY057_CA,Ca,292802,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-03""",CARLISLE,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Montgomery,NY057_CE,Ce,292803,7,,,,4W,Mesic,,"""00-03""",CHEEKTOWAGA,Poorly Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Montgomery,NY057_CHA,ChA,292804,5,,,,3W,Mesic,,"""00-03""",CHURCHVILLE,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_CHB,ChB,292805,5,,,,3W,Mesic,,"""03-08""",CHURCHVILLE,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_CLB,ClB,292806,3,,,,2W,Mesic,,"""03-08""",CLAVERACK,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,15.2,3.35,,2.36,51.93
Montgomery,NY057_CPE,CPE,292807,9,,,,7E,Mesic,Steep,"""15-50""",COLONIE-PLAINFIELD,Well Drained to Excessively Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,,0,0,,0,0
Montgomery,NY057_CR,Cr,292808,2,,,,1,Mesic,,"""00-03""",COPAKE,Well Drained to Excessively Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,17.71,3.685,,3.03,66.79
Montgomery,NY057_DAA,DaA,292809,5,,,,3W,Mesic,,"""00-03""",DARIEN,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.31,,1.71,37.73
Montgomery,NY057_DAB,DaB,292810,5,,,,3W,Mesic,,"""03-08""",DARIEN,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.31,,1.71,37.73
Montgomery,NY057_DAC,DaC,292811,7,,,,3E,Mesic,,"""08-15""",DARIEN,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,12,1.6,,0.96,21.15
Montgomery,NY057_FAB,FaB,292814,6,,,,3E,Mesic,,"""00-08""",FARMINGTON,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,9.75,1.95,,1.46,32.21
Montgomery,NY057_FBD,FBD,292812,8,,,,7E,Mesic,Moderately Steep,"""00-25""",FARMINGTON-ROCK OUTCRO,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,,0,0,,0,0
Montgomery,NY057_FL,FL,292813,9,,,,NA,,Loamy,"""00-03""",FLUVAQUENTS,,,,,,0,0,0,,0,0
Montgomery,NY057_FO,Fo,292815,7,,,,4W,Mesic,,"""00-03""",FONDA,Very Poorly Drained,Muck,Silty Clay Loam,,Requires lime additions within every rotation,3,9,1.28,,0.99,21.76
Montgomery,NY057_FR,Fr,292816,6,,,,3W,Mesic,,"""00-03""",FREDON,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,11.25,1.95,,1.49,32.71
Montgomery,NY057_GR,Gr,292818,8,,,,4W,Mesic,,"""00-03""",GRANBY,Very Poorly Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,2,10.5,0.96,,0.48,10.57
Montgomery,NY057_HA,Ha,292822,1,Yes,135,Flooding,1,Mesic,,"""00-03""",HAMLIN,Well Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Montgomery,NY057_HE,He,292823,2,,,,1,Mesic,Calcium Substratum,"""00-03""",HERKIMER,Well Drained to Moderately Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,7,16.94,3.35,,2.87,63.31
Montgomery,NY057_HGC,HGC,292819,7,,,,6S,Mesic,,"""08-15""",HOLLIS-ROCK OUTCROP,Well Drained to Excessively Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Montgomery,NY057_HOA,HoA,292824,6,,,,3W,Mesic,,"""00-03""",HORNELL,Somewhat Poorly Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Montgomery,NY057_HOB,HoB,292825,6,,,,3W,Mesic,,"""03-08""",HORNELL,Somewhat Poorly Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Montgomery,NY057_HOC,HoC,292826,7,,,,3E,Mesic,,"""08-15""",HORNELL,Somewhat Poorly Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,10.5,1.6,,0.93,20.48
Montgomery,NY057_HRA,HrA,292827,2,,,,2S,Mesic,,"""00-03""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,7,17.71,3.685,,3.03,66.79
Montgomery,NY057_HRB,HrB,292828,2,,,,2S,Mesic,,"""03-08""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Montgomery,NY057_HRC,HrC,292829,5,,,,3E,Mesic,,"""08-15""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Montgomery,NY057_HRD,HrD,292830,6,,,,4E,Mesic,,"""15-25""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,1,12,2.6,,1.41,31.06
Montgomery,NY057_HTF,HTF,292820,9,,,,7E,Mesic,Very Steep,"""25-70""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Montgomery,NY057_HUB,HuB,292831,3,,,,2E,Mesic,,"""03-08""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,17.48,3.35,,2.4,52.94
Montgomery,NY057_HUC,HuC,292832,6,,,,3E,Mesic,,"""08-15""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,1,15,2.6,,1.47,32.38
Montgomery,NY057_HUD,HuD,292833,7,,,,4E,Mesic,,"""15-25""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,1,15,2.56,,1.45,31.98
Montgomery,NY057_HVF,HVF,292821,9,,,,7E,Mesic,Very Steep,"""25-70""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Montgomery,NY057_ILA,IlA,292834,7,,,,4W,Mesic,,"""00-03""",ILION,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Montgomery,NY057_ILB,IlB,292835,7,,,,4W,Mesic,,"""03-08""",ILION,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Montgomery,NY057_INB,InB,292836,8,,,,7S,Mesic,,"""00-08""",ILION,Poorly Drained,Very Stoney,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.2,,0.6,13.22
Montgomery,NY057_JO,Jo,292837,7,,,,4W,Mesic,,"""00-03""",JOLIET,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,7.5,1.92,,1.12,24.71
Montgomery,NY057_JU,Ju,292838,6,,,,3W,Mesic,,"""00-03""",JUNIUS,Somewhat Poorly Drained to Poorly Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,10.5,1.95,,1.54,33.87
Montgomery,NY057_LAB,LaB,292840,2,,,,2E,Mesic,,"""03-08""",LANSING,Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Montgomery,NY057_LAC,LaC,292841,5,,,,3E,Mesic,,"""08-15""",LANSING,Well Drained,,Silty Loam,,Requires lime additions within every rotation,2,15.75,2.97,,1.82,40.04
Montgomery,NY057_LAD,LaD,292842,6,,,,4E,Mesic,,"""15-25""",LANSING,Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,13.5,2.6,,1.44,31.72
Montgomery,NY057_LMF,LMF,292839,9,,,,7E,Mesic,,"""25-60""",LANSING-MOHAWK,Well Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Montgomery,NY057_LOA,LoA,,4,,,,2S,Mesic,,"""00-03""",LORDSTOWN,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,7,13.5,2.68,,2.29,50.48
Montgomery,NY057_LOB,LoB,292843,4,,,,2E,Mesic,,"""03-08""",LORDSTOWN,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Montgomery,NY057_LOC,LoC,,6,,,,3E,Mesic,,"""08-15""",LORDSTOWN,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,2,12,1.95,,1.26,27.75
Montgomery,NY057_LOD,LoD,292844,7,,,,4E,Mesic,,"""15-25""",LORDSTOWN,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,1,9,1.6,,0.9,19.82
Montgomery,NY057_LRE,LRE,,8,,,,7E,Mesic,Steep,"""08-35""",LORDSTOWN-ROCK,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Montgomery,NY057_MA,Ma,292846,7,,,,4W,Mesic,,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Montgomery,NY057_MD,Md,292847,7,,,,4W,Mesic,Moderately Shallow Variant,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,9,1.6,,1.1,24.23
Montgomery,NY057_MG,Mg,292848,9,,,,8S,,,,MADE LAND,,,,,,0,0,0,,0,0
Montgomery,NY057_MMA,MmA,292849,5,,,,3W,Mesic,,"""00-03""",MANHEIM,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_MMB,MmB,292850,5,,,,3W,Mesic,,"""03-08""",MANHEIM,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_MNB,MnB,292851,4,,,,2E,Mesic,,"""03-08""",MANLIUS,Well Drained to Excessively Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,13.5,3.015,,2.1,46.34
Montgomery,NY057_MOC,MoC,292852,6,,,,3E,Mesic,,"""08-15""",MANLIUS,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,2,12,2.275,,1.39,30.62
Montgomery,NY057_MOD,MoD,292853,7,,,,4E,Mesic,,"""15-25""",MANLIUS,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,1,9.75,1.92,,1.06,23.33
Montgomery,NY057_MPE,MPE,292845,8,,,,6E,Mesic,Steep,"""25-35""",MANLIUS-ROCK OUTCROP,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Montgomery,NY057_MRB,MrB,292854,4,,,,2W,Mesic,,"""03-08""",MARDIN,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,14.25,2.68,,2.1,46.15
Montgomery,NY057_MSB,MsB,292855,3,,,,2E,Mesic,,"""03-08""",MOHAWK,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,4,18.24,3.685,,2.56,56.49
Montgomery,NY057_MSC,MsC,292856,5,,,,3E,Mesic,,"""08-15""",MOHAWK,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,16.5,2.97,,1.85,40.7
Montgomery,NY057_MSD,MsD,292857,6,,,,4E,Mesic,,"""15-25""",MOHAWK,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,1,13.5,2.6,,1.44,31.72
Montgomery,NY057_MTA,MtA,292858,5,,,,3W,Mesic,,"""00-03""",MOSHERVILLE,Somewhat Well-Drained,,,,Requires lime additions within every rotation,4,12.75,2.31,,1.71,37.73
Montgomery,NY057_MTB,MtB,292859,6,,,,3W,Mesic,,"""03-08""",MOSHERVILLE,Somewhat Well-Drained,,,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Montgomery,NY057_NAD,NaD,292862,8,,,,6E,Mesic,,"""08-25""",NASSAU,Excessively Drained,Shale,Silty Loam,,Requires lime additions within every rotation,1,6,0.96,,0.48,10.57
Montgomery,NY057_NEB,NeB,292863,2,,,,2E,Mesic,,"""03-08""",NELLIS,Well Drained,,,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Montgomery,NY057_NEC,NeC,292864,5,,,,3E,Mesic,,"""08-15""",NELLIS,Well Drained,,,,Requires little lime in the crop rotation,1,16.5,2.97,,1.67,36.71
Montgomery,NY057_NED,NeD,292865,6,,,,4E,Mesic,,"""15-25""",NELLIS,Well Drained,,,,Requires little lime in the crop rotation,3,0,2.6,,0.91,20.04
Montgomery,NY057_NUB,NuB,292866,3,,,,2E,Mesic,,"""03-08""",NUNDA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,15.96,3.35,,2.43,53.6
Montgomery,NY057_NUC,NuC,292867,6,,,,3E,Mesic,,"""08-15""",NUNDA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,14.25,2.6,,1.46,32.05
Montgomery,NY057_NUD,NuD,292868,7,,,,4E,Mesic,,"""15-25""",NUNDA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,2.24,,1.12,24.67
Montgomery,NY057_NVF,NVF,292860,9,,,,7E,Mesic,Very Steep,"""25-50""",NUNDA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Montgomery,NY057_NWC,NWC,292861,9,,,,7S,Mesic,,"""00-15""",NUNDA,Moderately Well-Drained,Extrmely Stoney,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Montgomery,NY057_PAB,PaB,292869,4,,,,2E,Mesic,,"""03-08""",PALATINE,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,15,3.015,,2.25,49.64
Montgomery,NY057_PAC,PaC,292870,6,,,,3E,Mesic,,"""08-15""",PALATINE,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,1,12,2.6,,1.41,31.06
Montgomery,NY057_PAD,PaD,292871,7,,,,4E,Mesic,,"""15-25""",PALATINE,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,1,6,1.92,,0.98,21.67
Montgomery,NY057_PB,Pb,292872,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-03""",PALMS,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Montgomery,NY057_PMA,PmA,292873,1,,,,1,Mesic,,"""00-03""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,7,18.72,3.685,,3.17,69.9
Montgomery,NY057_PMB,PmB,292874,2,,,,2E,Mesic,,"""03-08""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Montgomery,NY057_PMC,PmC,292875,5,,,,3E,Mesic,,"""08-15""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,2,16.5,2.97,,1.85,40.7
Montgomery,NY057_PPA,PpA,292876,2,,,,2W,Mesic,,"""00-03""",PHELPS,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Montgomery,NY057_PPB,PpB,292877,2,,,,2E,Mesic,,"""03-08""",PHELPS,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Montgomery,NY057_PR,Pr,292878,2,,,,2W,Mesic,Alluvial Fan,"""00-03""",PHELPS,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Montgomery,NY057_PSA,PsA,292879,5,,,,4S,Mesic,,"""00-03""",PLAINFIELD,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,7,11.25,2.64,,1.97,43.41
Montgomery,NY057_PSB,PsB,292880,6,,,,6S,Mesic,,"""03-10""",PLAINFIELD,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,4,10.5,2.275,,1.52,33.54
Montgomery,NY057_RA,Ra,292883,5,,,,3W,Mesic,,"""00-03""",RAYNHAM,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Montgomery,NY057_RHA,RhA,292884,5,,,,3W,Mesic,,"""00-03""",RHINEBECK,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_RHB,RhB,292885,5,,,,3W,Mesic,,"""03-08""",RHINEBECK,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Montgomery,NY057_RLF,RLF,292882,9,,,,8S,Mesic,Very Steep,"""25-70""",ROCK OUTCROP-FARMINGTO,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,,0,0,,0,0
Montgomery,NY057_SA,SA,292886,10,,,,8W,,,,SAPRISTS-AQUENTS,,,,,,0,0,0,,0,0
Montgomery,NY057_SCA,ScA,292887,2,,,,2W,Mesic,,"""00-03""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Montgomery,NY057_SCB,ScB,292888,4,,,,2E,Mesic,,"""03-08""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,17.25,3.35,,2.21,48.62
Montgomery,NY057_SU,Su,292889,7,,,,4W,Mesic,,"""00-03""",SUN,Poorly Drained to Very Poorly Drained,,,,Requires lime additions within every rotation,2,10.5,1.6,,1.06,23.35
Montgomery,NY057_TE,Te,292890,2,Yes,235667,"Flooding,Capability Class,Drainage",2W,Mesic,,"""00-03""",TEEL,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,18.48,3.35,,2.89,63.6
Montgomery,NY057_TU,Tu,292891,7,,,,4W,Mesic,,"""00-03""",TULLER,Somewhat Poorly Drained to Poorly Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Montgomery,NY057_TVA,TvA,292892,7,,,,4W,Mesic,,"""00-03""",TULLER-BROCKPORT,Somewhat Poorly Drained to Poorly Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Montgomery,NY057_TVB,TvB,292893,7,,,,4W,Mesic,,"""03-08""",TULLER-BROCKPORT,Somewhat Poorly Drained to Poorly Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Montgomery,NY057_UNB,UnB,292894,2,,,,2E,Mesic,,"""00-08""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,18.48,4.02,,2.68,59.13
Montgomery,NY057_UNC,UnC,292895,5,,,,3E,Mesic,,"""08-15""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,16.5,3.3,,1.82,39.98
Montgomery,NY057_UND,UnD,292896,6,,,,4E,Mesic,,"""15-25""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,2.925,,1.46,32.21
Montgomery,NY057_VAA,VaA,292897,7,,,,4W,Mesic,,"""00-03""",VARICK,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Montgomery,NY057_VAB,VaB,292898,7,,,,4W,Mesic,,"""03-08""",VARICK,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Montgomery,NY057_WAA,WaA,292900,3,,,,2S,Mesic,,"""00-03""",WASSAIC,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,6,15.96,3.015,,2.52,55.47
Montgomery,NY057_WAB,WaB,292901,3,,,,2E,Mesic,,"""03-08""",WASSAIC,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,15.96,3.015,,2.35,51.76
Montgomery,NY057_WAC,WaC,292902,5,,,,3E,Mesic,,"""08-15""",WASSAIC,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,3,13.5,2.64,,1.73,38.19
Montgomery,NY057_WY,Wy,292903,8,,,,3W,Mesic,Frequently Flooded,"""00-03""",WAYLAND,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,2,9,0.96,,0.48,10.57
Nassau,NY059_ANG1,Ang1,3225433,10,,,,,,0-1m of Standing Water,,ANQUILLA,,,Sand,,,,0,0,N,0,0
Nassau,NY059_AT,At,292904,6,,,,5W,Mesic,,"""00-02""",ATSION,Poorly Drained to Very Poorly Drained,,Loamy Sand,,Requires lime additions within every rotation,4,9,1.95,,1.31,28.74
Nassau,NY059_BAA,baA,3224631,9,,,,8W,,,"""00-03""",BARREN SAND,,,,,,0,0,0,,0,0
Nassau,NY059_BC,Bc,292905,9,,,,8W,,,,BEACHES,,,,,,0,0,0,,0,0
Nassau,NY059_BD,Bd,292906,8,,,,5W,Mesic,,"""00-01""",BERRYLAND,Very Poorly Drained,Muck,Loamy Sand,,Requires lime additions within every rotation,2,7.5,0.96,,0.48,10.57
Nassau,NY059_BH,BH,3028684,9,,,,8W,,Beach,"""00-08""",SAND-HOOKSAND,,,,,,0,0,0,,0,0
Nassau,NY059_DHU,DHU,3028685,9,,,,8E,,,"""00-08""",DUNE LAND-HOOKSAN,,,,,,,0,0,,0,0
Nassau,NY059_ENA,EnA,292908,1,,,,1,Mesic,,"""00-03""",ENFIELD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,20.28,3.35,,3.34,73.61
Nassau,NY059_ENB,EnB,292909,3,,,,2E,Mesic,,"""03-08""",ENFIELD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,19.76,3.35,,2.36,51.94
Nassau,NY059_FOA,FoA,3224632,9,,,,8W,,,"""00-03""",FORTRESS SAND,,,,,,0,0,0,,0,0
Nassau,NY059_FR,Fr,292910,6,Yes,610,"Capability Class,Soil Modifier",4W,Mesic,,"""00-01""",FREETOWN,Bog,,Muck,,Requires lime additions within every rotation,5,11.25,1.625,,1.53,33.73
Nassau,NY059_HDB,HDB,3028686,9,,,,8E,,,"""03-08""",HOOKSAN-DUNE LAND,,,,,,,0,0,,0,0
Nassau,NY059_HDR,HDR,3028687,9,,,,8E,,,"""08-15""",HOOKSAN-DUNE LAND,,,,,,,0,0,,0,0
Nassau,NY059_HE,He,292911,1,,,,1,Mesic,,"""00-03""",HEMPSTEAD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,19.5,4.02,,3.33,73.41
